| resize | preprocess | backbone | rpn | head | postprocess | inference+nms | predict+drawbox | end-to-end |
| 9.512901306152344e-05 | 0.0015828609466552734 | 0.2685849666595459 | 0.0938882827758789 | 0.023305892944335938 | 0.0007913112640380859 | 0.38858532905578613 | 0.19167876243591309 | 0.5802640914916992 |
| 0.00013780593872070312 | 0.0019116401672363281 | 0.2686910629272461 | 0.09406709671020508 | 0.023006200790405273 | 0.0007693767547607422 | 0.38936567306518555 | 0.18743157386779785 | 0.5767972469329834 |
| 0.0001354217529296875 | 0.0018205642700195312 | 0.27022647857666016 | 0.09416913986206055 | 0.02291274070739746 | 0.0008666515350341797 | 0.39090657234191895 | 0.18919658660888672 | 0.5801031589508057 |
| 0.00014019012451171875 | 0.0018911361694335938 | 0.26895594596862793 | 0.09427142143249512 | 0.0242006778717041 | 0.0009412765502929688 | 0.39119386672973633 | 0.2006535530090332 | 0.5918474197387695 |
| 0.00019860267639160156 | 0.0022389888763427734 | 0.2692909240722656 | 0.09439277648925781 | 0.02323746681213379 | 0.0008003711700439453 | 0.391066312789917 | 0.19016337394714355 | 0.5812296867370605 |
| 0.00020766258239746094 | 0.001909017562866211 | 0.26990532875061035 | 0.09473347663879395 | 0.02401566505432129 | 0.0007929801940917969 | 0.39235353469848633 | 0.1872270107269287 | 0.579580545425415 |
| 0.00015211105346679688 | 0.0020105838775634766 | 0.2697572708129883 | 0.09380912780761719 | 0.02324056625366211 | 0.0007927417755126953 | 0.39054226875305176 | 0.18850040435791016 | 0.5790426731109619 |
| 0.00013637542724609375 | 0.0019888877868652344 | 0.269986629486084 | 0.09430813789367676 | 0.023234128952026367 | 0.0007605552673339844 | 0.3912057876586914 | 0.18909478187561035 | 0.5803005695343018 |
| 0.00013327598571777344 | 0.0018868446350097656 | 0.27057743072509766 | 0.09383702278137207 | 0.022966861724853516 | 0.000797271728515625 | 0.39101576805114746 | 0.1882643699645996 | 0.5792801380157471 |
| 0.00013327598571777344 | 0.0018613338470458984 | 0.27019596099853516 | 0.09388208389282227 | 0.023045778274536133 | 0.0008413791656494141 | 0.3907468318939209 | 0.18940472602844238 | 0.5801515579223633 |
| 0.0001404285430908203 | 0.0019173622131347656 | 0.26935529708862305 | 0.09397244453430176 | 0.022898197174072266 | 0.0008218288421630859 | 0.38993144035339355 | 0.19578766822814941 | 0.585719108581543 |
| 0.00014138221740722656 | 0.0018515586853027344 | 0.2704942226409912 | 0.09352874755859375 | 0.02299189567565918 | 0.0008063316345214844 | 0.3906135559082031 | 0.19244623184204102 | 0.5830597877502441 |
| 0.00016260147094726562 | 0.0019021034240722656 | 0.269442081451416 | 0.09425115585327148 | 0.022821903228759766 | 0.0007758140563964844 | 0.3902590274810791 | 0.18985414505004883 | 0.5801131725311279 |
| 0.00017213821411132812 | 0.0020263195037841797 | 0.2697732448577881 | 0.09410619735717773 | 0.02282094955444336 | 0.0007076263427734375 | 0.3904597759246826 | 0.1875169277191162 | 0.5779767036437988 |
| 0.0001373291015625 | 0.0018601417541503906 | 0.27020764350891113 | 0.0944983959197998 | 0.023144245147705078 | 0.0007898807525634766 | 0.391430139541626 | 0.18979167938232422 | 0.5812218189239502 |
| 0.00013256072998046875 | 0.0019752979278564453 | 0.2697176933288574 | 0.0939033031463623 | 0.023143291473388672 | 0.0008220672607421875 | 0.39046740531921387 | 0.18840956687927246 | 0.5788769721984863 |
