| resize | preprocess | backbone | rpn | roi+mlp | postprocess | read+tran image | inference+nms | predict+drawbox | end-to-end |
| 0.00018858909606933594 | 0.001967906951904297 | 0.16180777549743652 | 0.0628666877746582 | 0.011125564575195312 | 0.000978231430053711 | 0.027510881423950195 | 0.24015045166015625 | 0.010140419006347656 | 0.2778017520904541 | 25 | 1
| 0.00017333030700683594 | 0.0024366378784179688 | 0.16154241561889648 | 0.06245017051696777 | 0.009177207946777344 | 0.0006101131439208984 | 0.02286672592163086 | 0.23775172233581543 | 0.00028014183044433594 | 0.2608985900878906 | 12 | 0
| 0.0002453327178955078 | 0.003432035446166992 | 0.16408491134643555 | 0.0628213882446289 | 0.009427070617675781 | 0.0006251335144042969 | 0.023183345794677734 | 0.24195623397827148 | 0.0002598762512207031 | 0.2653994560241699 | 7 | 0
| 0.00017905235290527344 | 0.0022640228271484375 | 0.16609644889831543 | 0.06316781044006348 | 0.009299993515014648 | 0.0006110668182373047 | 0.022633075714111328 | 0.2430422306060791 | 0.00033593177795410156 | 0.26601123809814453 | 8 | 0
| 0.00018072128295898438 | 0.002020597457885742 | 0.1655876636505127 | 0.06272387504577637 | 0.008492708206176758 | 0.0006287097930908203 | 0.02172708511352539 | 0.24096250534057617 | 0.0002574920654296875 | 0.26294708251953125 | 1 | 0
| 0.0002334117889404297 | 0.002244710922241211 | 0.16560745239257812 | 0.0627443790435791 | 0.010390758514404297 | 0.0008966922760009766 | 0.022676706314086914 | 0.24340271949768066 | 0.00037932395935058594 | 0.26645874977111816 | 8 | 0
| 0.0001800060272216797 | 0.002215147018432617 | 0.16135907173156738 | 0.06241631507873535 | 0.010422468185424805 | 0.0007879734039306641 | 0.021603822708129883 | 0.23867177963256836 | 0.0004010200500488281 | 0.26067662239074707 | 10 | 0
| 0.0001685619354248047 | 0.0020689964294433594 | 0.16200590133666992 | 0.06186366081237793 | 0.005672454833984375 | 0.0007014274597167969 | 0.022786378860473633 | 0.23384523391723633 | 0.00031185150146484375 | 0.2569434642791748 | 0 | 0
| 0.00017333030700683594 | 0.0020399093627929688 | 0.1658496856689453 | 0.06257319450378418 | 0.008874654769897461 | 0.0006117820739746094 | 0.022774696350097656 | 0.24140524864196777 | 0.00026488304138183594 | 0.26444482803344727 | 7 | 0
| 0.00022912025451660156 | 0.001973867416381836 | 0.1625676155090332 | 0.06286859512329102 | 0.00860142707824707 | 0.0006682872772216797 | 0.0229036808013916 | 0.23821282386779785 | 0.0002713203430175781 | 0.26138782501220703 | 1 | 0
| 0.00018143653869628906 | 0.002688169479370117 | 0.16378116607666016 | 0.062273502349853516 | 0.008972406387329102 | 0.0006003379821777344 | 0.021269559860229492 | 0.23978948593139648 | 0.0003287792205810547 | 0.26138782501220703 | 3 | 0
| 0.00020313262939453125 | 0.0021903514862060547 | 0.1655101776123047 | 0.06290149688720703 | 0.008986234664916992 | 0.0006268024444580078 | 0.02304863929748535 | 0.24168610572814941 | 0.00028228759765625 | 0.265017032623291 | 12 | 0
| 0.0002186298370361328 | 0.002599000930786133 | 0.16622304916381836 | 0.06279921531677246 | 0.009154081344604492 | 0.000728607177734375 | 0.021826505661010742 | 0.2430405616760254 | 0.0002741813659667969 | 0.26514124870300293 | 14 | 0
| 0.00021648406982421875 | 0.0022552013397216797 | 0.16296839714050293 | 0.06286787986755371 | 0.010808229446411133 | 0.00089263916015625 | 0.022217273712158203 | 0.24149370193481445 | 0.00040221214294433594 | 0.264113187789917 | 34 | 0
| 0.00017404556274414062 | 0.002038240432739258 | 0.16249632835388184 | 0.06293535232543945 | 0.008828878402709961 | 0.0006096363067626953 | 0.022413015365600586 | 0.2384929656982422 | 0.0002703666687011719 | 0.26117634773254395 | 14 | 0
| 0.00020360946655273438 | 0.003088712692260742 | 0.16493701934814453 | 0.06257057189941406 | 0.010146617889404297 | 0.0007908344268798828 | 0.02225470542907715 | 0.2429821491241455 | 0.00037479400634765625 | 0.2656116485595703 | 8 | 0
| 0.0001800060272216797 | 0.002485036849975586 | 0.16225004196166992 | 0.06278133392333984 | 0.010574102401733398 | 0.0008087158203125 | 0.02266526222229004 | 0.24056744575500488 | 0.0003657341003417969 | 0.2635984420776367 | 15 | 0
| 0.0001914501190185547 | 0.0023300647735595703 | 0.16146421432495117 | 0.06298255920410156 | 0.010747671127319336 | 0.0008568763732910156 | 0.02301812171936035 | 0.23998212814331055 | 0.008732795715332031 | 0.27173304557800293 | 16 | 1
| 0.00017452239990234375 | 0.0023810863494873047 | 0.16152167320251465 | 0.06227850914001465 | 0.010616302490234375 | 0.000812530517578125 | 0.02121901512145996 | 0.23917913436889648 | 0.008640050888061523 | 0.26903820037841797 | 34 | 1
| 0.00019478797912597656 | 0.0021343231201171875 | 0.16217613220214844 | 0.06284499168395996 | 0.010861635208129883 | 0.0008060932159423828 | 0.02219843864440918 | 0.24029922485351562 | 0.008317947387695312 | 0.2708156108856201 | 46 | 1
| 0.00017452239990234375 | 0.0025131702423095703 | 0.16245746612548828 | 0.06246519088745117 | 0.01041722297668457 | 0.000835418701171875 | 0.022646188735961914 | 0.24014568328857422 | 0.008464574813842773 | 0.2712564468383789 | 12 | 1
| 0.0002124309539794922 | 0.002282381057739258 | 0.16276144981384277 | 0.06308841705322266 | 0.01069784164428711 | 0.00083160400390625 | 0.02207779884338379 | 0.24115896224975586 | 0.00040435791015625 | 0.2636411190032959 | 9 | 0
| 0.00017189979553222656 | 0.002065420150756836 | 0.16187453269958496 | 0.06244969367980957 | 0.010142803192138672 | 0.0007803440093994141 | 0.022022485733032227 | 0.2387690544128418 | 0.00838923454284668 | 0.2691807746887207 | 13 | 1
| 0.00017309188842773438 | 0.0022585391998291016 | 0.16234302520751953 | 0.06247735023498535 | 0.01016688346862793 | 0.0007870197296142578 | 0.021155118942260742 | 0.23946475982666016 | 0.000396728515625 | 0.2610166072845459 | 13 | 0
| 0.0002384185791015625 | 0.002443552017211914 | 0.1621079444885254 | 0.06257176399230957 | 0.009026288986206055 | 0.0005724430084228516 | 0.021528959274291992 | 0.2383263111114502 | 0.0003502368927001953 | 0.2602055072784424 | 8 | 0
| 0.00020074844360351562 | 0.0023720264434814453 | 0.16443371772766113 | 0.06296610832214355 | 0.010199308395385742 | 0.0008130073547363281 | 0.021514415740966797 | 0.2423994541168213 | 0.00038123130798339844 | 0.2642951011657715 | 15 | 0
| 0.00017499923706054688 | 0.0023474693298339844 | 0.16213250160217285 | 0.06366443634033203 | 0.012741565704345703 | 0.0009129047393798828 | 0.021360158920288086 | 0.24339723587036133 | 0.0004901885986328125 | 0.2652475833892822 | 30 | 0
| 0.00019216537475585938 | 0.0024261474609375 | 0.16241693496704102 | 0.06207871437072754 | 0.013555765151977539 | 0.0009009838104248047 | 0.022063016891479492 | 0.24282264709472656 | 0.02231621742248535 | 0.2872018814086914 | 101 | 3
| 0.00018739700317382812 | 0.0026090145111083984 | 0.16286587715148926 | 0.06231832504272461 | 0.012994766235351562 | 0.0008373260498046875 | 0.021528244018554688 | 0.24319720268249512 | 0.008423328399658203 | 0.273148775100708 | 85 | 1
| 0.00017714500427246094 | 0.002168893814086914 | 0.16238617897033691 | 0.06235694885253906 | 0.012345314025878906 | 0.0008351802825927734 | 0.02207350730895996 | 0.24155139923095703 | 0.015535831451416016 | 0.279160737991333 | 83 | 2
| 0.00019860267639160156 | 0.002710580825805664 | 0.162614107131958 | 0.0629429817199707 | 0.014623641967773438 | 0.0008566379547119141 | 0.021991491317749023 | 0.2452077865600586 | 0.03560352325439453 | 0.30280280113220215 | 103 | 5
