using cuda:0 device.
0.31143617630004883 0.3007433041662654 0.010692872133783449 0.9656659278930989
0.29170799255371094 0.2869642449871454 0.004743747566565537 0.9837380267676687
0.2967488765716553 0.3007361619909694 0.003987285419314146 0.9865634355035162
0.29026174545288086 0.2938278841912574 0.003566138738376523 0.9877140587960964
0.28453826904296875 0.2869303196544894 0.0023920506115206464 0.9915932200629244
0.2705249786376953 0.2731485821596334 0.0026236035219380782 0.9903018067494175
0.27121448516845703 0.2731369761247774 0.0019224909563203552 0.9929115476441966
0.26850152015686035 0.2731280484056574 0.004626528248797057 0.9827690798692901
0.26407456398010254 0.2662304838688894 0.0021559198887868836 0.9918359426356969
0.27029919624328613 0.2731164423708014 0.0028172461275152716 0.9895773048286108
0.2641479969024658 0.2662295910969774 0.0020815941945115934 0.9921195912180996
0.27034616470336914 0.2731164423708014 0.0027702776674322638 0.9897528501265336
0.26285576820373535 0.2662358405003614 0.003380072296626069 0.9871409620579213
0.26889467239379883 0.2731182279146254 0.004223555520826594 0.9842928999551127
0.26259922981262207 0.2662394115880094 0.00364018177538733 0.9861378809907981
0.2628939151763916 0.2662322694127134 0.0033383542363217833 0.9873015157688915
0.2631559371948242 0.2662358405003614 0.0030799033055372016 0.9882962803789715
0.26831650733947754 0.2662429826756574 0.0020735246638201588 0.9922720943098864
0.262531042098999 0.2662376260441854 0.003706583945186359 0.9858813498184774
0.2638967037200928 0.2662447682194814 0.0023480644993886246 0.9911023348670579
0.26300907135009766 0.2662367332722734 0.0032276619221757175 0.987727944494054
0.263110876083374 0.2662456609913934 0.0031347849080193835 0.9880856886089876
0.2647888660430908 0.2662474465352174 0.0014585804921266043 0.994491533900488
0.2635674476623535 0.2662358405003614 0.0026683928380079047 0.9898758634206365
0.26319384574890137 0.2662554814824254 0.0030616357335240263 0.9883673733904669
0.26290297508239746 0.2662403043599214 0.0033373292775239483 0.9873058519916788
0.26877570152282715 0.2731253700899214 0.004349668567094234 0.9838167343906092
0.2775096893310547 0.2800416828368414 0.0025319935057867005 0.9908760176558514
0.2789475917816162 0.2800390045211054 0.001091412739489206 0.9960873914253268
0.26985859870910645 0.2731450110719854 0.0032864123628789654 0.9878217244934947
0.2706186771392822 0.2731494749315454 0.002530797792263173 0.9906481037487275
0.27033543586730957 0.2731485821596334 0.0028131462923238204 0.9895938677691347
0.2774639129638672 0.2800238273986014 0.0025599144347341896 0.9907738833227384
0.27898621559143066 0.2800247201705134 0.0010385045790827219 0.9962775774534911
0.2701578140258789 0.2731441183000734 0.0029863042741944956 0.9889460747786906
0.2728888988494873 0.2731655448259614 0.00027664597647408806 0.9989862322079043
0.27766966819763184 0.2800318623458094 0.0023621941481775655 0.9914927901073578
