| resize | preprocess | backbone | rpn | head | postprocess | inference+nms | predict+drawbox | end-to-end |
| 0.0001964569091796875 | 0.0023763179779052734 | 0.16132164001464844 | 0.06163811683654785 | 0.009743690490722656 | 0.0008361339569091797 | 0.2678811550140381 | 0.010014057159423828 | 0.2778952121734619 |
No objects!
| 0.00016951560974121094 | 0.002331972122192383 | 0.16239714622497559 | 0.06251978874206543 | 0.008744955062866211 | 0.0006349086761474609 | 0.2620885372161865 | 0.0002391338348388672 | 0.2623276710510254 |
No objects!
| 0.000171661376953125 | 0.0019600391387939453 | 0.16291499137878418 | 0.0629737377166748 | 0.008864402770996094 | 0.0005931854248046875 | 0.2611851692199707 | 0.0002295970916748047 | 0.2614147663116455 |
No objects!
| 0.00021576881408691406 | 0.0020046234130859375 | 0.16283392906188965 | 0.061715126037597656 | 0.008517980575561523 | 0.0005402565002441406 | 0.25913143157958984 | 0.00023937225341796875 | 0.2593708038330078 |
No objects!
| 0.0001628398895263672 | 0.0020189285278320312 | 0.16171550750732422 | 0.06138014793395996 | 0.007838249206542969 | 0.0005619525909423828 | 0.256575345993042 | 0.00024080276489257812 | 0.25681614875793457 |
| 0.000171661376953125 | 0.0020508766174316406 | 0.16189885139465332 | 0.061167001724243164 | 0.009406328201293945 | 0.0007522106170654297 | 0.2596628665924072 | 0.00041294097900390625 | 0.26007580757141113 |
| 0.00019860267639160156 | 0.0019788742065429688 | 0.16168451309204102 | 0.06088566780090332 | 0.009577035903930664 | 0.0006966590881347656 | 0.25850415229797363 | 0.00042891502380371094 | 0.25893306732177734 |
No objects!
| 0.000171661376953125 | 0.0020537376403808594 | 0.1613759994506836 | 0.05966377258300781 | 0.0047795772552490234 | 0.0005083084106445312 | 0.25171709060668945 | 0.0002593994140625 | 0.25197649002075195 |
No objects!
| 0.00020742416381835938 | 0.001972675323486328 | 0.1623973846435547 | 0.06056928634643555 | 0.007845401763916016 | 0.0005941390991210938 | 0.2575690746307373 | 0.00027060508728027344 | 0.2578396797180176 |
No objects!
| 0.0002071857452392578 | 0.0023021697998046875 | 0.16231060028076172 | 0.06180763244628906 | 0.00791311264038086 | 0.0005488395690917969 | 0.25677061080932617 | 0.0002655982971191406 | 0.2570362091064453 |
No objects!
| 0.0001647472381591797 | 0.002562999725341797 | 0.1617436408996582 | 0.06060171127319336 | 0.007839202880859375 | 0.0004813671112060547 | 0.2584371566772461 | 0.00024127960205078125 | 0.2586784362792969 |
No objects!
| 0.0002002716064453125 | 0.002026796340942383 | 0.1622295379638672 | 0.06103253364562988 | 0.007945775985717773 | 0.0005052089691162109 | 0.2557985782623291 | 0.00031447410583496094 | 0.25611305236816406 |
No objects!
| 0.0001926422119140625 | 0.002549886703491211 | 0.16208219528198242 | 0.060727596282958984 | 0.008025169372558594 | 0.0005786418914794922 | 0.25575852394104004 | 0.0002689361572265625 | 0.2560274600982666 |
| 0.00017523765563964844 | 0.0024492740631103516 | 0.161362886428833 | 0.060585975646972656 | 0.009409427642822266 | 0.0008358955383300781 | 0.25622129440307617 | 0.0003733634948730469 | 0.2565946578979492 |
No objects!
| 0.0002105236053466797 | 0.0025556087493896484 | 0.16165542602539062 | 0.06092643737792969 | 0.00795292854309082 | 0.0005199909210205078 | 0.25632381439208984 | 0.00021982192993164062 | 0.2565436363220215 |
| 0.00016307830810546875 | 0.0024557113647460938 | 0.16283345222473145 | 0.06135201454162598 | 0.009213924407958984 | 0.0007688999176025391 | 0.2583904266357422 | 0.0003955364227294922 | 0.2587859630584717 |
| 0.00015854835510253906 | 0.002620697021484375 | 0.16247272491455078 | 0.06125760078430176 | 0.008948087692260742 | 0.0007257461547851562 | 0.25809144973754883 | 0.000431060791015625 | 0.25852251052856445 |
| 0.00017547607421875 | 0.002019643783569336 | 0.16291356086730957 | 0.06092500686645508 | 0.009269952774047852 | 0.0007107257843017578 | 0.2586796283721924 | 0.008891105651855469 | 0.26757073402404785 |
| 0.0002129077911376953 | 0.0020296573638916016 | 0.16324353218078613 | 0.06052589416503906 | 0.00935983657836914 | 0.0007085800170898438 | 0.2582263946533203 | 0.008363723754882812 | 0.2665901184082031 |
| 0.0002148151397705078 | 0.0025892257690429688 | 0.16312837600708008 | 0.06187582015991211 | 0.00975799560546875 | 0.0007660388946533203 | 0.25975513458251953 | 0.008334159851074219 | 0.26808929443359375 |
| 0.0001761913299560547 | 0.002502918243408203 | 0.16257786750793457 | 0.06117868423461914 | 0.008879899978637695 | 0.0007333755493164062 | 0.2575235366821289 | 0.008340835571289062 | 0.26586437225341797 |
| 0.00020623207092285156 | 0.0025551319122314453 | 0.16294050216674805 | 0.06066489219665527 | 0.009312152862548828 | 0.0007531642913818359 | 0.25861358642578125 | 0.0003936290740966797 | 0.25900721549987793 |
| 0.00017189979553222656 | 0.0024635791778564453 | 0.16193413734436035 | 0.06058073043823242 | 0.00915384292602539 | 0.0007116794586181641 | 0.2580375671386719 | 0.008307218551635742 | 0.2663447856903076 |
| 0.0001685619354248047 | 0.0025184154510498047 | 0.1611008644104004 | 0.0606381893157959 | 0.008964776992797852 | 0.0006868839263916016 | 0.255481481552124 | 0.0004076957702636719 | 0.2558891773223877 |
No objects!
| 0.00017547607421875 | 0.002353191375732422 | 0.16238665580749512 | 0.06047797203063965 | 0.007801055908203125 | 0.0004925727844238281 | 0.2553706169128418 | 0.0002722740173339844 | 0.2556428909301758 |
| 0.00018358230590820312 | 0.0023832321166992188 | 0.16225123405456543 | 0.060631513595581055 | 0.009041786193847656 | 0.000698089599609375 | 0.25732874870300293 | 0.00045990943908691406 | 0.25778865814208984 |
| 0.00016736984252929688 | 0.0023088455200195312 | 0.16271281242370605 | 0.06125974655151367 | 0.009524822235107422 | 0.0007369518280029297 | 0.25908398628234863 | 0.0004153251647949219 | 0.25949931144714355 |
| 0.00017523765563964844 | 0.0022988319396972656 | 0.16115903854370117 | 0.061013221740722656 | 0.011855840682983398 | 0.0007450580596923828 | 0.2593851089477539 | 0.021961212158203125 | 0.28134632110595703 |
| 0.00017642974853515625 | 0.0021975040435791016 | 0.1622319221496582 | 0.06027388572692871 | 0.011139631271362305 | 0.0007274150848388672 | 0.25860095024108887 | 0.008115291595458984 | 0.26671624183654785 |
| 0.00019216537475585938 | 0.0022764205932617188 | 0.16184091567993164 | 0.060591936111450195 | 0.010751008987426758 | 0.0007016658782958984 | 0.25787854194641113 | 0.015250682830810547 | 0.2731292247772217 |
| 0.00016617774963378906 | 0.0026967525482177734 | 0.16182851791381836 | 0.06033611297607422 | 0.011757850646972656 | 0.0007491111755371094 | 0.25911402702331543 | 0.034913063049316406 | 0.29402709007263184 |
| 0.00021696090698242188 | 0.0024230480194091797 | 0.1616973876953125 | 0.06075263023376465 | 0.011586427688598633 | 0.0007791519165039062 | 0.2599186897277832 | 0.029804229736328125 | 0.28972291946411133 |
| 0.00017118453979492188 | 0.0026590824127197266 | 0.16087889671325684 | 0.06140494346618652 | 0.011247634887695312 | 0.0007696151733398438 | 0.2588808536529541 | 0.015703201293945312 | 0.2745840549468994 |
| 0.0002040863037109375 | 0.0022382736206054688 | 0.1608724594116211 | 0.060714006423950195 | 0.01084756851196289 | 0.0007238388061523438 | 0.25775957107543945 | 0.015275716781616211 | 0.27303528785705566 |
| 0.00019168853759765625 | 0.002238750457763672 | 0.16144776344299316 | 0.060491085052490234 | 0.010704755783081055 | 0.0007338523864746094 | 0.25775957107543945 | 0.015269041061401367 | 0.2730286121368408 |
| 0.00017380714416503906 | 0.0022923946380615234 | 0.16164898872375488 | 0.0605463981628418 | 0.010898828506469727 | 0.0007302761077880859 | 0.2581944465637207 | 0.021823644638061523 | 0.2800180912017822 |
| 0.00020313262939453125 | 0.002048015594482422 | 0.1624584197998047 | 0.060486793518066406 | 0.010968208312988281 | 0.0007338523864746094 | 0.25949978828430176 | 0.035045623779296875 | 0.29454541206359863 |
| 0.00021147727966308594 | 0.002694845199584961 | 0.1613752841949463 | 0.060701847076416016 | 0.010813474655151367 | 0.0007662773132324219 | 0.25821423530578613 | 0.028154850006103516 | 0.28636908531188965 |
| 0.00017547607421875 | 0.002110004425048828 | 0.16094684600830078 | 0.06061244010925293 | 0.011508941650390625 | 0.000732421875 | 0.2588372230529785 | 0.0283966064453125 | 0.287233829498291 |
| 0.00017547607421875 | 0.002207517623901367 | 0.16142582893371582 | 0.060457468032836914 | 0.011357784271240234 | 0.0007123947143554688 | 0.25713634490966797 | 0.028265953063964844 | 0.2854022979736328 |
| 0.00022721290588378906 | 0.002121448516845703 | 0.16166996955871582 | 0.06038784980773926 | 0.010977506637573242 | 0.0007503032684326172 | 0.2581913471221924 | 0.02156805992126465 | 0.27975940704345703 |
| 0.00018143653869628906 | 0.002373933792114258 | 0.16179800033569336 | 0.060688018798828125 | 0.010694742202758789 | 0.0007317066192626953 | 0.2579460144042969 | 0.02182602882385254 | 0.2797720432281494 |
| 0.00020933151245117188 | 0.0025234222412109375 | 0.1618971824645996 | 0.06060171127319336 | 0.011672496795654297 | 0.0006935596466064453 | 0.2600579261779785 | 0.021739482879638672 | 0.2817974090576172 |
| 0.00017786026000976562 | 0.002138853073120117 | 0.16170978546142578 | 0.060688018798828125 | 0.01166987419128418 | 0.0008413791656494141 | 0.25939154624938965 | 0.028305768966674805 | 0.28769731521606445 |
| 0.0001647472381591797 | 0.002524852752685547 | 0.16095805168151855 | 0.06036853790283203 | 0.010535478591918945 | 0.0007481575012207031 | 0.25744152069091797 | 0.028309345245361328 | 0.2857508659362793 |
| 0.00024127960205078125 | 0.0020151138305664062 | 0.16120219230651855 | 0.06080174446105957 | 0.01092386245727539 | 0.0007457733154296875 | 0.2581019401550293 | 0.02822399139404297 | 0.28632593154907227 |
| 0.00020456314086914062 | 0.0025391578674316406 | 0.16091084480285645 | 0.0606234073638916 | 0.011473417282104492 | 0.0007205009460449219 | 0.2575109004974365 | 0.028280973434448242 | 0.28579187393188477 |
| 0.0001881122589111328 | 0.002064943313598633 | 0.16100096702575684 | 0.06075716018676758 | 0.01096034049987793 | 0.0006818771362304688 | 0.25653862953186035 | 0.028641700744628906 | 0.28518033027648926 |
