using cuda:0 device.
| resize | preprocess | backbone | rpn | head | postprocess | read+tran image | inference+nms | predict+drawbox | end-to-end |
| 0.00016260147094726562 | 0.003081798553466797 | 0.16268062591552734 | 0.06353497505187988 | 0.010333538055419922 | 0.0008497238159179688 | 0.025976181030273438 | 0.24229907989501953 | 0.010794401168823242 | 0.2790696620941162 |
No objects!
| 0.00020051002502441406 | 0.0019478797912597656 | 0.16249799728393555 | 0.0639345645904541 | 0.00952005386352539 | 0.0006756782531738281 | 0.028844118118286133 | 0.24003911018371582 | 0.0002741813659667969 | 0.26915740966796875 |
| 0.0001761913299560547 | 0.0020122528076171875 | 0.16251182556152344 | 0.06272244453430176 | 0.010512590408325195 | 0.0008859634399414062 | 0.023125648498535156 | 0.2401738166809082 | 0.009423971176147461 | 0.2727234363555908 |
| 0.00020694732666015625 | 0.002159595489501953 | 0.16217947006225586 | 0.06333184242248535 | 0.013328790664672852 | 0.0008747577667236328 | 0.025509119033813477 | 0.24337530136108398 | 0.03619122505187988 | 0.30507564544677734 |
| 0.00020432472229003906 | 0.002061605453491211 | 0.1617436408996582 | 0.06410360336303711 | 0.012449264526367188 | 0.0008447170257568359 | 0.0241091251373291 | 0.24266719818115234 | 0.022074222564697266 | 0.2888505458831787 |
| 0.00020694732666015625 | 0.0021975040435791016 | 0.16217970848083496 | 0.0626978874206543 | 0.012558460235595703 | 0.0009157657623291016 | 0.024094104766845703 | 0.24214410781860352 | 0.042326927185058594 | 0.3085651397705078 |
| 0.0001709461212158203 | 0.0025937557220458984 | 0.16207075119018555 | 0.06272053718566895 | 0.012055397033691406 | 0.0009298324584960938 | 0.02261209487915039 | 0.24172306060791016 | 0.0298311710357666 | 0.29416632652282715 |
| 0.0001895427703857422 | 0.002276897430419922 | 0.16163992881774902 | 0.06354165077209473 | 0.012907743453979492 | 0.0009136199951171875 | 0.023317575454711914 | 0.2427043914794922 | 0.04237771034240723 | 0.30839967727661133 |
| 0.0001780986785888672 | 0.002081632614135742 | 0.1608743667602539 | 0.06215405464172363 | 0.01229238510131836 | 0.0008056163787841797 | 0.025560617446899414 | 0.23958945274353027 | 0.028645753860473633 | 0.2937958240509033 |
| 0.0002105236053466797 | 0.0025577545166015625 | 0.16157937049865723 | 0.0635232925415039 | 0.01809978485107422 | 0.0007989406585693359 | 0.0229949951171875 | 0.24807500839233398 | 0.04869866371154785 | 0.31976866722106934 |
| 0.00017762184143066406 | 0.0026307106018066406 | 0.16097760200500488 | 0.06316137313842773 | 0.021486997604370117 | 0.0011949539184570312 | 0.025574684143066406 | 0.250840425491333 | 0.07001256942749023 | 0.34642767906188965 |
| 0.00016689300537109375 | 0.0025920867919921875 | 0.1617603302001953 | 0.0630350112915039 | 0.01801133155822754 | 0.0008471012115478516 | 0.024372100830078125 | 0.24773740768432617 | 0.06795930862426758 | 0.3400688171386719 |
| 0.00017952919006347656 | 0.002322673797607422 | 0.16228318214416504 | 0.06283187866210938 | 0.019986391067504883 | 0.0008115768432617188 | 0.02313399314880371 | 0.24967145919799805 | 0.08506488800048828 | 0.35787034034729004 |
| 0.0001704692840576172 | 0.002582550048828125 | 0.16147947311401367 | 0.06349730491638184 | 0.01799798011779785 | 0.0008094310760498047 | 0.022527694702148438 | 0.24782800674438477 | 0.08175373077392578 | 0.352109432220459 |
| 0.00017571449279785156 | 0.0021495819091796875 | 0.16236472129821777 | 0.0628817081451416 | 0.016013145446777344 | 0.0008094310760498047 | 0.022943735122680664 | 0.2455739974975586 | 0.06529641151428223 | 0.3338141441345215 |
| 0.00017189979553222656 | 0.0025463104248046875 | 0.1623060703277588 | 0.06336855888366699 | 0.012702703475952148 | 0.0008952617645263672 | 0.02171635627746582 | 0.24317216873168945 | 0.04186105728149414 | 0.3067495822906494 |
| 0.00017070770263671875 | 0.0022177696228027344 | 0.16146373748779297 | 0.06336140632629395 | 0.015758991241455078 | 0.0008254051208496094 | 0.022259950637817383 | 0.2450253963470459 | 0.04928874969482422 | 0.3165740966796875 |
| 0.00016617774963378906 | 0.0021245479583740234 | 0.16144371032714844 | 0.06173276901245117 | 0.01707744598388672 | 0.0007817745208740234 | 0.02246546745300293 | 0.24442648887634277 | 0.042269229888916016 | 0.3091611862182617 |
| 0.0001735687255859375 | 0.0021800994873046875 | 0.16214823722839355 | 0.06347870826721191 | 0.01647782325744629 | 0.0008876323699951172 | 0.022896766662597656 | 0.24667096138000488 | 0.042966604232788086 | 0.3125343322753906 |
| 0.0002143383026123047 | 0.0023567676544189453 | 0.16234898567199707 | 0.06262731552124023 | 0.012861490249633789 | 0.00080108642578125 | 0.02231884002685547 | 0.2425837516784668 | 0.04212069511413574 | 0.307023286819458 |
| 0.00018215179443359375 | 0.0024001598358154297 | 0.16227388381958008 | 0.06255865097045898 | 0.012483596801757812 | 0.0008268356323242188 | 0.022969484329223633 | 0.24203991889953613 | 0.04175448417663574 | 0.3067638874053955 |
| 0.00018262863159179688 | 0.0021529197692871094 | 0.16202473640441895 | 0.06194186210632324 | 0.012406349182128906 | 0.0009808540344238281 | 0.021906137466430664 | 0.24085545539855957 | 0.04547691345214844 | 0.30823850631713867 |
| 0.0001685619354248047 | 0.0024781227111816406 | 0.16166186332702637 | 0.062265634536743164 | 0.012412786483764648 | 0.0007834434509277344 | 0.020704030990600586 | 0.24097871780395508 | 0.042061567306518555 | 0.3037443161010742 |
| 0.00021409988403320312 | 0.0026645660400390625 | 0.16104388236999512 | 0.06233978271484375 | 0.010326623916625977 | 0.0008640289306640625 | 0.022071123123168945 | 0.23868274688720703 | 0.015164852142333984 | 0.27591872215270996 |
| 0.00018548965454101562 | 0.0025358200073242188 | 0.16151833534240723 | 0.06231284141540527 | 0.010460376739501953 | 0.0009212493896484375 | 0.02206730842590332 | 0.23910260200500488 | 0.02327728271484375 | 0.28444719314575195 |
| 0.00021219253540039062 | 0.002163410186767578 | 0.16168928146362305 | 0.06306838989257812 | 0.010419845581054688 | 0.0007793903350830078 | 0.022655487060546875 | 0.2395005226135254 | 0.021728038787841797 | 0.28388404846191406 |
| 0.0002028942108154297 | 0.002173900604248047 | 0.16127848625183105 | 0.06148195266723633 | 0.010295867919921875 | 0.0007662773132324219 | 0.02149343490600586 | 0.23745083808898926 | 0.00824880599975586 | 0.267193078994751 |
| 0.00018644332885742188 | 0.0021810531616210938 | 0.1618509292602539 | 0.06243252754211426 | 0.00963449478149414 | 0.0007572174072265625 | 0.022385120391845703 | 0.23815679550170898 | 0.008220434188842773 | 0.26876235008239746 |
No objects!
| 0.00018477439880371094 | 0.0021715164184570312 | 0.16249823570251465 | 0.061873435974121094 | 0.008541584014892578 | 0.0007464885711669922 | 0.02323126792907715 | 0.23734188079833984 | 0.0002167224884033203 | 0.2607898712158203 |
No objects!
| 0.00016832351684570312 | 0.002084016799926758 | 0.1623682975769043 | 0.06183600425720215 | 0.009587764739990234 | 0.0009579658508300781 | 0.02318739891052246 | 0.23818564414978027 | 0.0003306865692138672 | 0.2617037296295166 |
No objects!
| 0.00020694732666015625 | 0.0025873184204101562 | 0.16185951232910156 | 0.061904191970825195 | 0.008723735809326172 | 0.0006172657012939453 | 0.022591829299926758 | 0.237105131149292 | 0.00022721290588378906 | 0.25992417335510254 |
No objects!
| 0.00017023086547851562 | 0.002075672149658203 | 0.16256189346313477 | 0.0619349479675293 | 0.008616209030151367 | 0.0006189346313476562 | 0.02309107780456543 | 0.23711633682250977 | 0.0002193450927734375 | 0.26042675971984863 |
| 0.00017642974853515625 | 0.0021779537200927734 | 0.16222333908081055 | 0.06225228309631348 | 0.009991645812988281 | 0.0007767677307128906 | 0.023305892944335938 | 0.2387526035308838 | 0.00823664665222168 | 0.2702951431274414 |
| 0.00017976760864257812 | 0.0021317005157470703 | 0.1620945930480957 | 0.06194281578063965 | 0.011235952377319336 | 0.0008170604705810547 | 0.023098468780517578 | 0.23962736129760742 | 0.015216350555419922 | 0.2779421806335449 |
| 0.00020647048950195312 | 0.0023419857025146484 | 0.1628096103668213 | 0.06244969367980957 | 0.012331247329711914 | 0.000782012939453125 | 0.023094892501831055 | 0.24229001998901367 | 0.01527094841003418 | 0.2806558609008789 |
| 0.00018668174743652344 | 0.0021758079528808594 | 0.16214895248413086 | 0.06204867362976074 | 0.009933710098266602 | 0.0007119178771972656 | 0.022327899932861328 | 0.23846697807312012 | 0.008292675018310547 | 0.269087553024292 |
| 0.0001804828643798828 | 0.0025756359100341797 | 0.16108155250549316 | 0.06158566474914551 | 0.009923934936523438 | 0.0007700920104980469 | 0.022761106491088867 | 0.23741888999938965 | 0.008192062377929688 | 0.2683720588684082 |
| 0.0001614093780517578 | 0.0025556087493896484 | 0.16146421432495117 | 0.06193804740905762 | 0.011279106140136719 | 0.0008769035339355469 | 0.022563695907592773 | 0.2394423484802246 | 0.016054630279541016 | 0.2780606746673584 |
| 0.00020194053649902344 | 0.002549886703491211 | 0.1612241268157959 | 0.06211113929748535 | 0.011111736297607422 | 0.0007660388946533203 | 0.022846698760986328 | 0.23932123184204102 | 0.03518342971801758 | 0.2973513603210449 |
| 0.00016379356384277344 | 0.002502918243408203 | 0.16187167167663574 | 0.0619502067565918 | 0.009867668151855469 | 0.0007884502410888672 | 0.021967172622680664 | 0.23832464218139648 | 0.029095888137817383 | 0.28938770294189453 |
| 0.00017333030700683594 | 0.00228118896484375 | 0.16157913208007812 | 0.06176900863647461 | 0.010989904403686523 | 0.0008568763732910156 | 0.021858930587768555 | 0.23879313468933105 | 0.03534340858459473 | 0.29599547386169434 |
| 0.0001811981201171875 | 0.0025606155395507812 | 0.1629040241241455 | 0.06262087821960449 | 0.012107372283935547 | 0.0007872581481933594 | 0.02167344093322754 | 0.2423229217529297 | 0.04235672950744629 | 0.3063530921936035 |
| 0.00027871131896972656 | 0.0023870468139648438 | 0.16204190254211426 | 0.061795949935913086 | 0.010938405990600586 | 0.0007755756378173828 | 0.02044367790222168 | 0.23942804336547852 | 0.041515350341796875 | 0.30138707160949707 |
| 0.00016355514526367188 | 0.002077341079711914 | 0.16183018684387207 | 0.06253790855407715 | 0.010934114456176758 | 0.0008859634399414062 | 0.021184206008911133 | 0.23963594436645508 | 0.028508663177490234 | 0.28932881355285645 |
| 0.00016689300537109375 | 0.0026063919067382812 | 0.16205596923828125 | 0.06178927421569824 | 0.012598276138305664 | 0.001043081283569336 | 0.022100448608398438 | 0.24158978462219238 | 0.02281928062438965 | 0.28650951385498047 |
| 0.0001804828643798828 | 0.001966238021850586 | 0.16216158866882324 | 0.06243014335632324 | 0.014985084533691406 | 0.0008242130279541016 | 0.022454023361206055 | 0.24375653266906738 | 0.03610539436340332 | 0.30231595039367676 |
| 0.00018143653869628906 | 0.002112865447998047 | 0.16199111938476562 | 0.06153440475463867 | 0.012602567672729492 | 0.0007855892181396484 | 0.022486448287963867 | 0.24037861824035645 | 0.04433846473693848 | 0.3072035312652588 |
| 0.00017905235290527344 | 0.0020575523376464844 | 0.16211843490600586 | 0.06234264373779297 | 0.01540827751159668 | 0.0009002685546875 | 0.022214412689208984 | 0.24434208869934082 | 0.035225868225097656 | 0.30178236961364746 |
| 0.00021529197692871094 | 0.002120494842529297 | 0.16108083724975586 | 0.06135702133178711 | 0.011424064636230469 | 0.0007605552673339844 | 0.021596670150756836 | 0.23814964294433594 | 0.03496360778808594 | 0.2947099208831787 |
| 0.00016999244689941406 | 0.0019061565399169922 | 0.16176772117614746 | 0.0615229606628418 | 0.011199474334716797 | 0.0007457733154296875 | 0.02212381362915039 | 0.23854660987854004 | 0.028200149536132812 | 0.28887057304382324 |
| 0.0001971721649169922 | 0.001983165740966797 | 0.16237258911132812 | 0.061678409576416016 | 0.00976705551147461 | 0.0007653236389160156 | 0.02174544334411621 | 0.2379894256591797 | 0.028561830520629883 | 0.2882966995239258 |
| 0.0001766681671142578 | 0.002125263214111328 | 0.16183781623840332 | 0.06162834167480469 | 0.009669303894042969 | 0.0008046627044677734 | 0.022332429885864258 | 0.2373819351196289 | 0.02824091911315918 | 0.28795528411865234 |
| 0.00018262863159179688 | 0.0021696090698242188 | 0.1625230312347412 | 0.06257033348083496 | 0.011272907257080078 | 0.0008432865142822266 | 0.0215604305267334 | 0.24074244499206543 | 0.021573543548583984 | 0.2838764190673828 |
| 0.0003528594970703125 | 0.002081155776977539 | 0.16148948669433594 | 0.06141352653503418 | 0.00992584228515625 | 0.0007963180541992188 | 0.022855281829833984 | 0.2372150421142578 | 0.023032665252685547 | 0.28310298919677734 |
| 0.0001819133758544922 | 0.002306699752807617 | 0.1620771884918213 | 0.06215476989746094 | 0.010106801986694336 | 0.0008366107940673828 | 0.021249055862426758 | 0.2388625144958496 | 0.028601408004760742 | 0.2887129783630371 |
| 0.00017690658569335938 | 0.0023534297943115234 | 0.16172385215759277 | 0.06177854537963867 | 0.010965824127197266 | 0.0008108615875244141 | 0.023075103759765625 | 0.23910760879516602 | 0.03516101837158203 | 0.29734373092651367 |
| 0.00030303001403808594 | 0.0021829605102539062 | 0.16184735298156738 | 0.06215691566467285 | 0.011332035064697266 | 0.0010094642639160156 | 0.02144026756286621 | 0.2401423454284668 | 0.03481912612915039 | 0.2964017391204834 |
| 0.00026488304138183594 | 0.0020596981048583984 | 0.16248536109924316 | 0.06164836883544922 | 0.010074853897094727 | 0.0007796287536621094 | 0.020899057388305664 | 0.23851346969604492 | 0.022055387496948242 | 0.28146791458129883 |
| 0.0001838207244873047 | 0.001953125 | 0.16227388381958008 | 0.06130647659301758 | 0.01162266731262207 | 0.0007810592651367188 | 0.02092576026916504 | 0.23935699462890625 | 0.028287887573242188 | 0.2885706424713135 |
| 0.00019884109497070312 | 0.002111196517944336 | 0.16228842735290527 | 0.06191539764404297 | 0.012290477752685547 | 0.0007300376892089844 | 0.02234172821044922 | 0.24068379402160645 | 0.04446697235107422 | 0.3074924945831299 |
