| resize | preprocess | backbone | rpn | roi+mlp | postprocess | read+tran image | inference+nms | predict+drawbox | end-to-end |
| 0.00022339820861816406 | 0.0025665760040283203 | 0.20650315284729004 | 0.07673096656799316 | 0.022723674774169922 | 0.000835418701171875 | 0.03327775001525879 | 0.31074976921081543 | 0.07625508308410645 | 0.42028260231018066 | 198 | 8
| 0.00017571449279785156 | 0.0030765533447265625 | 0.18599295616149902 | 0.06900668144226074 | 0.010738372802734375 | 0.0007953643798828125 | 0.0291595458984375 | 0.27107834815979004 | 0.01583266258239746 | 0.316070556640625 | 38 | 2
| 0.00018405914306640625 | 0.0020325183868408203 | 0.1825878620147705 | 0.06325745582580566 | 0.013364791870117188 | 0.0008230209350585938 | 0.024822473526000977 | 0.26360654830932617 | 0.01686692237854004 | 0.3052959442138672 | 99 | 2
| 0.00016808509826660156 | 0.0022673606872558594 | 0.16858768463134766 | 0.06349062919616699 | 0.011067628860473633 | 0.0008406639099121094 | 0.02752208709716797 | 0.24785804748535156 | 0.015981674194335938 | 0.29136180877685547 | 19 | 2
| 0.00016808509826660156 | 0.002362489700317383 | 0.16765499114990234 | 0.06460094451904297 | 0.012891292572021484 | 0.0009837150573730469 | 0.02540111541748047 | 0.2500143051147461 | 0.026302099227905273 | 0.30171751976013184 | 59 | 3
| 0.00018477439880371094 | 0.001990079879760742 | 0.16991734504699707 | 0.06308627128601074 | 0.01687765121459961 | 0.0009584426879882812 | 0.02593851089477539 | 0.2544524669647217 | 0.023378610610961914 | 0.303769588470459 | 144 | 3
| 0.0001785755157470703 | 0.0021941661834716797 | 0.1682274341583252 | 0.06328129768371582 | 0.016716957092285156 | 0.0008876323699951172 | 0.024542570114135742 | 0.25297999382019043 | 0.030205965042114258 | 0.30772852897644043 | 132 | 4
| 0.00018715858459472656 | 0.0023424625396728516 | 0.1708967685699463 | 0.06298279762268066 | 0.013967037200927734 | 0.0009183883666992188 | 0.024931907653808594 | 0.2526836395263672 | 0.023089885711669922 | 0.3007054328918457 | 99 | 3
| 0.0003299713134765625 | 0.002216339111328125 | 0.16672706604003906 | 0.06343626976013184 | 0.022160768508911133 | 0.0008814334869384766 | 0.025097370147705078 | 0.25705432891845703 | 0.06756711006164551 | 0.3497188091278076 | 273 | 9
| 0.00019478797912597656 | 0.002464771270751953 | 0.16261863708496094 | 0.06313633918762207 | 0.012545347213745117 | 0.0009653568267822266 | 0.02623152732849121 | 0.2432384490966797 | 0.023082733154296875 | 0.2925527095794678 | 59 | 3
| 0.00020837783813476562 | 0.0022618770599365234 | 0.16798663139343262 | 0.06403136253356934 | 0.027896404266357422 | 0.0008935928344726562 | 0.024756908416748047 | 0.2645881175994873 | 0.08656477928161621 | 0.37590980529785156 | 426 | 12
| 0.0001823902130126953 | 0.002701997756958008 | 0.16786909103393555 | 0.06315374374389648 | 0.02029728889465332 | 0.0009028911590576172 | 0.024488210678100586 | 0.2564382553100586 | 0.029886960983276367 | 0.31081342697143555 | 235 | 4
| 0.00022649765014648438 | 0.0023195743560791016 | 0.1693432331085205 | 0.0657954216003418 | 0.01255941390991211 | 0.0008890628814697266 | 0.02380228042602539 | 0.25255870819091797 | 0.015952587127685547 | 0.2923135757446289 | 71 | 2
| 0.00020432472229003906 | 0.0021920204162597656 | 0.1690666675567627 | 0.06262850761413574 | 0.012252569198608398 | 0.0008540153503417969 | 0.025452375411987305 | 0.24848508834838867 | 0.015595197677612305 | 0.2895326614379883 | 74 | 2
| 0.00023603439331054688 | 0.002906322479248047 | 0.16717267036437988 | 0.06462812423706055 | 0.01294088363647461 | 0.0008261203765869141 | 0.02712225914001465 | 0.250044584274292 | 0.008478641510009766 | 0.2856454849243164 | 100 | 1
| 0.00016045570373535156 | 0.0019843578338623047 | 0.1705455780029297 | 0.06329894065856934 | 0.02213573455810547 | 0.0009446144104003906 | 0.024149179458618164 | 0.2604854106903076 | 0.07210493087768555 | 0.35673952102661133 | 273 | 10
| 0.0001938343048095703 | 0.001804351806640625 | 0.1696486473083496 | 0.06498169898986816 | 0.02233409881591797 | 0.0008366107940673828 | 0.023874998092651367 | 0.26113295555114746 | 0.08521676063537598 | 0.3702247142791748 | 282 | 12
| 0.00018405914306640625 | 0.002421855926513672 | 0.1691889762878418 | 0.06220817565917969 | 0.011706113815307617 | 0.0008144378662109375 | 0.02290940284729004 | 0.24786972999572754 | 0.00861358642578125 | 0.27939271926879883 | 61 | 1
| 0.00017189979553222656 | 0.002156496047973633 | 0.17125606536865234 | 0.06332993507385254 | 0.03140592575073242 | 0.0009043216705322266 | 0.02412724494934082 | 0.2705252170562744 | 0.10631203651428223 | 0.40096449851989746 | 330 | 15
| 0.0003006458282470703 | 0.0021593570709228516 | 0.16931986808776855 | 0.06254053115844727 | 0.01276397705078125 | 0.0008361339569091797 | 0.023213624954223633 | 0.24927544593811035 | 0.029962539672851562 | 0.30245161056518555 | 62 | 4
| 0.00016927719116210938 | 0.002362489700317383 | 0.17254137992858887 | 0.06248188018798828 | 0.010621786117553711 | 0.0008170604705810547 | 0.023571014404296875 | 0.25029850006103516 | 0.008649110794067383 | 0.2825186252593994 | 10 | 1
| 0.0001766681671142578 | 0.0020041465759277344 | 0.16932034492492676 | 0.06286954879760742 | 0.031236648559570312 | 0.0008730888366699219 | 0.023197174072265625 | 0.2677955627441406 | 0.06565976142883301 | 0.35665249824523926 | 465 | 9
| 0.00020694732666015625 | 0.002146005630493164 | 0.16814851760864258 | 0.06434226036071777 | 0.012629270553588867 | 0.0008645057678222656 | 0.023705244064331055 | 0.24969887733459473 | 0.02281951904296875 | 0.29622364044189453 | 81 | 3
| 0.00016832351684570312 | 0.0021581649780273438 | 0.1685326099395752 | 0.06195259094238281 | 0.01074075698852539 | 0.0007691383361816406 | 0.02209162712097168 | 0.24556612968444824 | 0.016100645065307617 | 0.28375840187072754 | 44 | 2
| 0.00016427040100097656 | 0.0020837783813476562 | 0.17209720611572266 | 0.06232786178588867 | 0.01246953010559082 | 0.0007977485656738281 | 0.021890878677368164 | 0.2513587474822998 | 0.022841215133666992 | 0.29609084129333496 | 84 | 3
| 0.0001811981201171875 | 0.0020151138305664062 | 0.16920042037963867 | 0.06210970878601074 | 0.022134780883789062 | 0.0008363723754882812 | 0.0229494571685791 | 0.2577853202819824 | 0.07287025451660156 | 0.3536050319671631 | 305 | 10
| 0.00018143653869628906 | 0.0019969940185546875 | 0.1697225570678711 | 0.06173062324523926 | 0.010372161865234375 | 0.0007767677307128906 | 0.02298879623413086 | 0.24618196487426758 | 0.00838780403137207 | 0.2775585651397705 | 21 | 1
| 0.000164031982421875 | 0.0019800662994384766 | 0.16921472549438477 | 0.061409711837768555 | 0.01038503646850586 | 0.0007903575897216797 | 0.021722793579101562 | 0.24535036087036133 | 0.016011476516723633 | 0.2830846309661865 | 39 | 2
| 0.00021004676818847656 | 0.0021643638610839844 | 0.17007684707641602 | 0.06263875961303711 | 0.023026704788208008 | 0.0009028911590576172 | 0.02319169044494629 | 0.2602877616882324 | 0.0650634765625 | 0.3485429286956787 | 262 | 9
| 0.00016927719116210938 | 0.002032041549682617 | 0.16986489295959473 | 0.062013864517211914 | 0.009831428527832031 | 0.000782012939453125 | 0.02334427833557129 | 0.24591660499572754 | 0.008593320846557617 | 0.27785420417785645 | 28 | 1
| 0.00020766258239746094 | 0.002447366714477539 | 0.1691575050354004 | 0.062467098236083984 | 0.010233402252197266 | 0.0007615089416503906 | 0.02363109588623047 | 0.24669647216796875 | 0.0003936290740966797 | 0.2707211971282959 | 11 | 0
| 0.00017833709716796875 | 0.0026285648345947266 | 0.16933417320251465 | 0.06196260452270508 | 0.012524127960205078 | 0.0008027553558349609 | 0.02367424964904785 | 0.24878382682800293 | 0.04424619674682617 | 0.31670427322387695 | 63 | 6
| 0.00030303001403808594 | 0.0020771026611328125 | 0.16929268836975098 | 0.0611720085144043 | 0.019557714462280273 | 0.0007808208465576172 | 0.023085355758666992 | 0.25443387031555176 | 0.07179093360900879 | 0.34931015968322754 | 233 | 10
| 0.0001842975616455078 | 0.0025284290313720703 | 0.1695246696472168 | 0.06207919120788574 | 0.01319265365600586 | 0.000827789306640625 | 0.022371530532836914 | 0.24983859062194824 | 0.029732227325439453 | 0.3019423484802246 | 104 | 4
| 0.0002148151397705078 | 0.002718687057495117 | 0.16972661018371582 | 0.061617374420166016 | 0.011641979217529297 | 0.0007889270782470703 | 0.022540807723999023 | 0.24805712699890137 | 0.01598334312438965 | 0.28658127784729004 | 57 | 2
| 0.0001652240753173828 | 0.0029287338256835938 | 0.1720118522644043 | 0.061969757080078125 | 0.018178939819335938 | 0.0008020401000976562 | 0.022211313247680664 | 0.257401704788208 | 0.05781149864196777 | 0.33742451667785645 | 223 | 8
