using cuda:0 device.
0.00667262077331543 0.037748098373413086 5.7220458984375e-05 0.04447793960571289
0.0028259754180908203 0.035201072692871094 5.245208740234375e-05 0.03807950019836426
0.001992940902709961 0.03493952751159668 5.054473876953125e-05 0.03698301315307617
0.0017936229705810547 0.03501439094543457 5.1975250244140625e-05 0.036859989166259766
0.0018811225891113281 0.02972722053527832 5.1975250244140625e-05 0.03166031837463379
0.0017707347869873047 0.029056549072265625 5.1975250244140625e-05 0.03087925910949707
0.0019297599792480469 0.028694868087768555 4.9114227294921875e-05 0.030673742294311523
0.0021872520446777344 0.02852916717529297 5.0067901611328125e-05 0.03076648712158203
0.0017066001892089844 0.028722524642944336 5.1975250244140625e-05 0.03048110008239746
0.0016684532165527344 0.02912616729736328 4.8160552978515625e-05 0.03084278106689453
0.0017337799072265625 0.029398202896118164 4.863739013671875e-05 0.031180620193481445
0.0020723342895507812 0.0294342041015625 5.245208740234375e-05 0.031558990478515625
0.002190113067626953 0.028867006301879883 5.221366882324219e-05 0.031109333038330078
0.0018024444580078125 0.028877973556518555 4.935264587402344e-05 0.03072977066040039
0.002040863037109375 0.02862715721130371 4.9591064453125e-05 0.03071761131286621
0.0018928050994873047 0.028580665588378906 5.0067901611328125e-05 0.03052353858947754
0.0020265579223632812 0.028433799743652344 5.173683166503906e-05 0.030512094497680664
0.001970529556274414 0.02877974510192871 5.173683166503906e-05 0.030802011489868164
0.0018830299377441406 0.02873992919921875 4.9591064453125e-05 0.030672550201416016
0.0017971992492675781 0.029242992401123047 4.839897155761719e-05 0.031088590621948242
0.0019102096557617188 0.02898693084716797 4.982948303222656e-05 0.030946969985961914
0.00191497802734375 0.02883768081665039 5.173683166503906e-05 0.03080439567565918
0.0018079280853271484 0.02877640724182129 6.723403930664062e-05 0.030651569366455078
0.0018630027770996094 0.029103517532348633 4.887580871582031e-05 0.031015396118164062
0.0016951560974121094 0.028722524642944336 5.1021575927734375e-05 0.03046870231628418
0.0016391277313232422 0.02875661849975586 5.14984130859375e-05 0.03044724464416504
0.001680135726928711 0.028694629669189453 5.1975250244140625e-05 0.030426740646362305
0.0016431808471679688 0.028855562210083008 4.982948303222656e-05 0.030548572540283203
0.001722097396850586 0.02901005744934082 4.9591064453125e-05 0.03078174591064453
0.0017485618591308594 0.02914571762084961 5.316734313964844e-05 0.030947446823120117
0.001683950424194336 0.02931070327758789 5.221366882324219e-05 0.03104686737060547
0.001718282699584961 0.028819799423217773 4.982948303222656e-05 0.03058791160583496
0.001638174057006836 0.02862095832824707 4.887580871582031e-05 0.030308008193969727
0.0017464160919189453 0.029407262802124023 6.246566772460938e-05 0.031216144561767578
0.0016863346099853516 0.029700279235839844 5.245208740234375e-05 0.03143906593322754
0.0017402172088623047 0.02964162826538086 4.982948303222656e-05 0.03143167495727539
0.001833200454711914 0.029125452041625977 4.9591064453125e-05 0.031008243560791016
0.0016622543334960938 0.028940200805664062 5.054473876953125e-05 0.030652999877929688
0.0033407211303710938 0.031664133071899414 5.459785461425781e-05 0.035059452056884766
0.0017910003662109375 0.029705047607421875 4.9114227294921875e-05 0.031545162200927734
0.0017905235290527344 0.029030799865722656 5.53131103515625e-05 0.030876636505126953
0.0018231868743896484 0.029050827026367188 4.935264587402344e-05 0.03092336654663086
0.0016913414001464844 0.029033184051513672 4.935264587402344e-05 0.03077387809753418
0.001684427261352539 0.029586076736450195 4.9591064453125e-05 0.03132009506225586
0.001758575439453125 0.02920818328857422 5.125999450683594e-05 0.03101801872253418
0.0019435882568359375 0.03019094467163086 5.173683166503906e-05 0.032186269760131836
0.001630544662475586 0.029807090759277344 4.839897155761719e-05 0.03148603439331055
0.0016398429870605469 0.02987074851989746 5.340576171875e-05 0.03156399726867676
0.0021059513092041016 0.0290219783782959 5.173683166503906e-05 0.03117966651916504
0.0018694400787353516 0.02896428108215332 5.078315734863281e-05 0.030884504318237305
0.0018465518951416016 0.028848648071289062 4.935264587402344e-05 0.030744552612304688
0.0018458366394042969 0.028535127639770508 5.078315734863281e-05 0.030431747436523438
0.0018725395202636719 0.02864670753479004 5.0067901611328125e-05 0.03056931495666504
0.0019183158874511719 0.0292050838470459 4.792213439941406e-05 0.031171321868896484
0.002275705337524414 0.02930140495300293 4.982948303222656e-05 0.03162693977355957
0.0017652511596679688 0.029160261154174805 5.1975250244140625e-05 0.030977487564086914
0.0016260147094726562 0.029319047927856445 5.0067901611328125e-05 0.03099513053894043
0.001783132553100586 0.0291290283203125 4.9591064453125e-05 0.03096175193786621
0.0020503997802734375 0.028826475143432617 5.0067901611328125e-05 0.030926942825317383
0.002698183059692383 0.028642892837524414 4.9591064453125e-05 0.03139066696166992
0.0018658638000488281 0.028798580169677734 5.14984130859375e-05 0.0307159423828125
0.0028150081634521484 0.02852940559387207 2.2649765014648438e-05 0.03136706352233887
0.0021181106567382812 0.029356718063354492 5.14984130859375e-05 0.03152632713317871
0.0018262863159179688 0.028705120086669922 5.125999450683594e-05 0.030582666397094727
0.0017366409301757812 0.028800249099731445 2.5987625122070312e-05 0.030562877655029297
0.0018794536590576172 0.02946949005126953 4.9114227294921875e-05 0.03139805793762207
0.0022013187408447266 0.029242992401123047 4.9114227294921875e-05 0.031493425369262695
0.0016841888427734375 0.02910923957824707 5.2928924560546875e-05 0.030846357345581055
0.0017518997192382812 0.028888225555419922 4.935264587402344e-05 0.030689477920532227
0.0017583370208740234 0.028743505477905273 4.935264587402344e-05 0.03055119514465332
0.0019707679748535156 0.028879165649414062 5.1975250244140625e-05 0.03090190887451172
0.0019752979278564453 0.028678417205810547 4.9114227294921875e-05 0.030702829360961914
0.0021369457244873047 0.02867746353149414 5.0067901611328125e-05 0.030864477157592773
0.002224445343017578 0.028854846954345703 5.245208740234375e-05 0.031131744384765625
0.0017392635345458984 0.02886343002319336 6.175041198730469e-05 0.030664443969726562
0.0018763542175292969 0.02864551544189453 4.9591064453125e-05 0.030571460723876953
0.0017504692077636719 0.028891801834106445 5.1975250244140625e-05 0.030694246292114258
0.0017437934875488281 0.0287933349609375 5.173683166503906e-05 0.030588865280151367
0.003144502639770508 0.03096604347229004 6.437301635742188e-05 0.03417491912841797
0.0018737316131591797 0.028750181198120117 4.982948303222656e-05 0.030673742294311523
0.0020503997802734375 0.029028892517089844 4.982948303222656e-05 0.031129121780395508
0.002110719680786133 0.02927112579345703 5.173683166503906e-05 0.0314335823059082
0.0017502307891845703 0.028903722763061523 5.125999450683594e-05 0.03070521354675293
0.001749277114868164 0.02874898910522461 4.887580871582031e-05 0.030547142028808594
0.0017728805541992188 0.029046297073364258 5.2928924560546875e-05 0.030872106552124023
0.0017383098602294922 0.028725862503051758 4.982948303222656e-05 0.030514001846313477
0.0018868446350097656 0.028829336166381836 5.2928924560546875e-05 0.03076910972595215
0.0018012523651123047 0.028767108917236328 5.173683166503906e-05 0.030620098114013672
0.0018148422241210938 0.02870035171508789 5.2928924560546875e-05 0.03056812286376953
0.0019927024841308594 0.02872180938720703 5.0067901611328125e-05 0.03076457977294922
0.0021820068359375 0.02887749671936035 5.221366882324219e-05 0.031111717224121094
0.002269268035888672 0.02882695198059082 5.269050598144531e-05 0.031148910522460938
0.001978635787963867 0.028627634048461914 4.9591064453125e-05 0.030655860900878906
0.0019526481628417969 0.028693199157714844 5.054473876953125e-05 0.030696392059326172
0.001986265182495117 0.028772354125976562 5.0067901611328125e-05 0.030808687210083008
0.0020895004272460938 0.028839588165283203 5.030632019042969e-05 0.030979394912719727
0.0020525455474853516 0.029219388961791992 5.14984130859375e-05 0.03132343292236328
0.0020151138305664062 0.02914571762084961 4.9114227294921875e-05 0.031209945678710938
0.0022974014282226562 0.029405593872070312 5.1975250244140625e-05 0.03175497055053711
0.0019207000732421875 0.029310941696166992 5.0067901611328125e-05 0.03128170967102051
0.0018177032470703125 0.02903604507446289 5.364418029785156e-05 0.030907392501831055
0.0018529891967773438 0.028609037399291992 5.0067901611328125e-05 0.030512094497680664
0.0032563209533691406 0.030460119247436523 6.365776062011719e-05 0.03378009796142578
0.0018298625946044922 0.028837919235229492 4.9114227294921875e-05 0.030716896057128906
0.002535581588745117 0.029039621353149414 4.9591064453125e-05 0.031624794006347656
0.0016856193542480469 0.029002666473388672 6.413459777832031e-05 0.03075242042541504
0.0016548633575439453 0.02902960777282715 5.316734313964844e-05 0.030737638473510742
0.0016889572143554688 0.029144287109375 5.269050598144531e-05 0.030885934829711914
0.0021843910217285156 0.0292055606842041 5.054473876953125e-05 0.03144049644470215
0.0020024776458740234 0.029056549072265625 5.435943603515625e-05 0.031113386154174805
0.001608133316040039 0.029206514358520508 5.173683166503906e-05 0.030866384506225586
0.0017447471618652344 0.029124736785888672 4.9114227294921875e-05 0.030918598175048828
0.001947641372680664 0.029174327850341797 5.173683166503906e-05 0.0311737060546875
0.002156972885131836 0.028862476348876953 5.0067901611328125e-05 0.031069517135620117
0.0016987323760986328 0.028799057006835938 4.9591064453125e-05 0.030547380447387695
0.001622915267944336 0.02858424186706543 4.887580871582031e-05 0.030256032943725586
0.0016644001007080078 0.028733015060424805 4.863739013671875e-05 0.03044605255126953
0.0032215118408203125 0.030167579650878906 5.698204040527344e-05 0.03344607353210449
0.0017561912536621094 0.029349088668823242 6.937980651855469e-05 0.031174659729003906
0.0019173622131347656 0.02877974510192871 5.125999450683594e-05 0.030748367309570312
0.0016963481903076172 0.028892993927001953 5.221366882324219e-05 0.030641555786132812
0.0016450881958007812 0.02887248992919922 4.935264587402344e-05 0.030566930770874023
0.003304004669189453 0.03070831298828125 6.532669067382812e-05 0.03407764434814453
0.0018086433410644531 0.02941298484802246 4.9114227294921875e-05 0.031270742416381836
0.001875162124633789 0.029009342193603516 4.887580871582031e-05 0.030933380126953125
0.0017185211181640625 0.029280662536621094 5.245208740234375e-05 0.0310516357421875
