using cuda:0 device.
0.010896444320678711 0.042226552963256836 0.05312299728393555
0.002892017364501953 0.03886294364929199 0.041754961013793945
0.0017244815826416016 0.0384373664855957 0.040161848068237305
0.0015902519226074219 0.03830242156982422 0.03989267349243164
0.0016181468963623047 0.038222551345825195 0.0398406982421875
0.001619100570678711 0.03199148178100586 0.03361058235168457
0.0016140937805175781 0.03178882598876953 0.03340291976928711
0.0018267631530761719 0.03162431716918945 0.033451080322265625
0.0018687248229980469 0.03179430961608887 0.033663034439086914
0.0018322467803955078 0.031589508056640625 0.03342175483703613
0.0015821456909179688 0.03189992904663086 0.03348207473754883
0.0018010139465332031 0.03148531913757324 0.033286333084106445
0.001678466796875 0.03183126449584961 0.03350973129272461
0.0018153190612792969 0.03160452842712402 0.03341984748840332
0.0017850399017333984 0.031554460525512695 0.033339500427246094
0.0017161369323730469 0.031493186950683594 0.03320932388305664
0.0020074844360351562 0.03158831596374512 0.03359580039978027
0.0018475055694580078 0.031220674514770508 0.033068180084228516
0.0019795894622802734 0.03147077560424805 0.03345036506652832
0.0017809867858886719 0.03127741813659668 0.03305840492248535
0.001821279525756836 0.03127312660217285 0.03309440612792969
0.002002716064453125 0.03134346008300781 0.03334617614746094
0.0020856857299804688 0.03186440467834473 0.033950090408325195
0.0016777515411376953 0.03158426284790039 0.033262014389038086
0.001966238021850586 0.031937360763549805 0.03390359878540039
0.0016820430755615234 0.03131556510925293 0.03299760818481445
0.0017325878143310547 0.03185224533081055 0.0335848331451416
0.001798868179321289 0.03216266632080078 0.03396153450012207
0.0016856193542480469 0.03221392631530762 0.033899545669555664
0.0018951892852783203 0.0320742130279541 0.03396940231323242
0.0017309188842773438 0.03160881996154785 0.033339738845825195
0.001781463623046875 0.031687021255493164 0.03346848487854004
0.001722574234008789 0.0316777229309082 0.03340029716491699
0.001739501953125 0.03190159797668457 0.03364109992980957
0.0017323493957519531 0.031736135482788086 0.03346848487854004
0.0017924308776855469 0.03171849250793457 0.03351092338562012
0.0018301010131835938 0.0320277214050293 0.03385782241821289
0.0017733573913574219 0.03190183639526367 0.033675193786621094
0.0018165111541748047 0.032070159912109375 0.03388667106628418
0.0018353462219238281 0.03196525573730469 0.033800601959228516
0.001817941665649414 0.03218436241149902 0.03400230407714844
0.0017437934875488281 0.03206992149353027 0.0338137149810791
0.0016474723815917969 0.03186678886413574 0.03351426124572754
0.0017063617706298828 0.0318455696105957 0.033551931381225586
0.0016453266143798828 0.03156113624572754 0.03320646286010742
0.0016627311706542969 0.031823158264160156 0.03348588943481445
0.0016541481018066406 0.03185319900512695 0.033507347106933594
0.0024640560150146484 0.03230571746826172 0.03476977348327637
0.0016789436340332031 0.03224825859069824 0.033927202224731445
0.0018031597137451172 0.032030344009399414 0.03383350372314453
0.0018918514251708984 0.03235125541687012 0.034243106842041016
0.0022797584533691406 0.031958818435668945 0.034238576889038086
0.001964569091796875 0.03241586685180664 0.034380435943603516
0.0021715164184570312 0.03197669982910156 0.034148216247558594
0.0023648738861083984 0.03257107734680176 0.034935951232910156
0.0021736621856689453 0.03253912925720215 0.034712791442871094
0.0017344951629638672 0.03210091590881348 0.033835411071777344
0.0019173622131347656 0.03158736228942871 0.03350472450256348
0.0018782615661621094 0.0319056510925293 0.033783912658691406
0.001773834228515625 0.03146767616271973 0.03324151039123535
0.0018799304962158203 0.03179168701171875 0.03367161750793457
0.002541780471801758 0.03171730041503906 0.03425908088684082
0.002798795700073242 0.031697988510131836 0.03449678421020508
0.0023398399353027344 0.03187251091003418 0.034212350845336914
0.0016524791717529297 0.031827449798583984 0.033479928970336914
0.0021882057189941406 0.03187727928161621 0.03406548500061035
0.0016787052154541016 0.03224325180053711 0.03392195701599121
0.0021240711212158203 0.03222155570983887 0.03434562683105469
0.0019016265869140625 0.03262209892272949 0.034523725509643555
0.002191781997680664 0.032251596450805664 0.03444337844848633
0.0018773078918457031 0.03229403495788574 0.034171342849731445
0.0024406909942626953 0.03195810317993164 0.034398794174194336
0.002655029296875 0.03194546699523926 0.03460049629211426
0.003581523895263672 0.0328519344329834 0.03643345832824707
0.003464937210083008 0.03268313407897949 0.0361480712890625
0.003666400909423828 0.03264188766479492 0.03630828857421875
0.0032956600189208984 0.032523393630981445 0.035819053649902344
0.002728700637817383 0.032361745834350586 0.03509044647216797
0.001711130142211914 0.031749725341796875 0.03346085548400879
0.002251863479614258 0.031591176986694336 0.033843040466308594
0.002592802047729492 0.03235483169555664 0.03494763374328613
0.002020120620727539 0.03258919715881348 0.034609317779541016
0.0019991397857666016 0.03190112113952637 0.03390026092529297
0.002203226089477539 0.0323183536529541 0.03452157974243164
0.0026450157165527344 0.03246474266052246 0.035109758377075195
0.002850055694580078 0.03250551223754883 0.035355567932128906
0.0035958290100097656 0.032553672790527344 0.03614950180053711
0.002156972885131836 0.031522274017333984 0.03367924690246582
0.0020341873168945312 0.03181028366088867 0.0338444709777832
0.002298593521118164 0.031733036041259766 0.03403162956237793
0.0018150806427001953 0.031836509704589844 0.03365159034729004
0.001956939697265625 0.03183269500732422 0.033789634704589844
0.00177764892578125 0.03220057487487793 0.03397822380065918
0.0019788742065429688 0.032302141189575195 0.034281015396118164
0.0018467903137207031 0.03209090232849121 0.033937692642211914
0.002179384231567383 0.03214097023010254 0.03432035446166992
0.0018131732940673828 0.0318143367767334 0.03362751007080078
0.0019092559814453125 0.03179502487182617 0.033704280853271484
0.0016429424285888672 0.031525611877441406 0.03316855430603027
0.0017278194427490234 0.03161358833312988 0.033341407775878906
0.0016927719116210938 0.031794071197509766 0.03348684310913086
0.0019495487213134766 0.03192877769470215 0.033878326416015625
0.0017206668853759766 0.03183889389038086 0.033559560775756836
0.0018160343170166016 0.03173375129699707 0.03354978561401367
0.0017576217651367188 0.03238177299499512 0.034139394760131836
