using cuda:0 device.
0.0058629512786865234 0.010440826416015625 0.01630377769470215
0.006331205368041992 0.009674310684204102 0.016005516052246094
0.0046041011810302734 0.009163141250610352 0.013767242431640625
0.00593256950378418 0.009541749954223633 0.015474319458007812
0.00668644905090332 0.009621143341064453 0.016307592391967773
0.00684809684753418 0.010086536407470703 0.016934633255004883
0.0063893795013427734 0.010253190994262695 0.01664257049560547
0.0062372684478759766 0.009820938110351562 0.01605820655822754
0.006193637847900391 0.009462833404541016 0.015656471252441406
0.006957292556762695 0.010200977325439453 0.01715826988220215
0.006138801574707031 0.010398149490356445 0.016536951065063477
0.003477811813354492 0.00889444351196289 0.012372255325317383
0.0066661834716796875 0.010097503662109375 0.016763687133789062
0.006136178970336914 0.009907245635986328 0.016043424606323242
0.006005764007568359 0.009479999542236328 0.015485763549804688
0.006828784942626953 0.009804010391235352 0.016632795333862305
0.00661468505859375 0.01018381118774414 0.01679849624633789
0.006109476089477539 0.010515928268432617 0.016625404357910156
0.006620168685913086 0.009531259536743164 0.01615142822265625
0.006738185882568359 0.01023554801940918 0.01697373390197754
0.006310701370239258 0.01021718978881836 0.016527891159057617
0.004329204559326172 0.008963823318481445 0.013293027877807617
0.006183624267578125 0.009893417358398438 0.016077041625976562
0.006217479705810547 0.009446859359741211 0.015664339065551758
0.007058858871459961 0.010234594345092773 0.017293453216552734
0.006279468536376953 0.010360956192016602 0.016640424728393555
0.006232500076293945 0.009619474411010742 0.015851974487304688
0.008517265319824219 0.011050701141357422 0.01956796646118164
0.0067102909088134766 0.01020669937133789 0.016916990280151367
0.006226778030395508 0.009959220886230469 0.016185998916625977
0.006145000457763672 0.009374380111694336 0.015519380569458008
0.006647825241088867 0.01041412353515625 0.017061948776245117
0.006310462951660156 0.010314702987670898 0.016625165939331055
0.006404399871826172 0.009445667266845703 0.015850067138671875
0.006895780563354492 0.009868860244750977 0.01676464080810547
0.006322383880615234 0.010362625122070312 0.016685009002685547
0.006122112274169922 0.009641885757446289 0.01576399803161621
0.007040739059448242 0.009912729263305664 0.016953468322753906
0.00701904296875 0.010167360305786133 0.017186403274536133
0.00615382194519043 0.01026010513305664 0.01641392707824707
