using cuda:0 device.
0.008012771606445312 0.03772544860839844 5.221366882324219e-05 0.04579043388366699
0.0028705596923828125 0.034574270248413086 5.3882598876953125e-05 0.03749871253967285
0.0035681724548339844 0.03483247756958008 5.125999450683594e-05 0.0384519100189209
0.0028693675994873047 0.033780813217163086 5.054473876953125e-05 0.03670072555541992
0.0021963119506835938 0.02912139892578125 4.839897155761719e-05 0.03136610984802246
0.0033524036407470703 0.029541015625 5.698204040527344e-05 0.032950401306152344
0.0038869380950927734 0.029663801193237305 5.1975250244140625e-05 0.03360271453857422
0.003654003143310547 0.02949690818786621 5.0067901611328125e-05 0.033200979232788086
0.0028955936431884766 0.029648542404174805 5.3882598876953125e-05 0.032598018646240234
0.002532958984375 0.029175519943237305 6.866455078125e-05 0.031777143478393555
0.002918243408203125 0.029191017150878906 4.9114227294921875e-05 0.03215837478637695
0.003320932388305664 0.029521465301513672 5.125999450683594e-05 0.03289365768432617
0.0028548240661621094 0.029683589935302734 5.14984130859375e-05 0.03258991241455078
0.0025479793548583984 0.029480695724487305 4.982948303222656e-05 0.03207850456237793
0.0038552284240722656 0.029490232467651367 5.745887756347656e-05 0.03340291976928711
0.002735614776611328 0.029678821563720703 5.269050598144531e-05 0.03246712684631348
0.002833843231201172 0.02965521812438965 5.269050598144531e-05 0.032541751861572266
0.0030975341796875 0.029881954193115234 5.340576171875e-05 0.033032894134521484
0.00395965576171875 0.02979254722595215 5.269050598144531e-05 0.033804893493652344
0.0027341842651367188 0.029845476150512695 5.269050598144531e-05 0.03263235092163086
0.0028290748596191406 0.029235363006591797 5.173683166503906e-05 0.03211617469787598
0.0023670196533203125 0.029204368591308594 5.1021575927734375e-05 0.03162240982055664
0.0033941268920898438 0.029362201690673828 5.1975250244140625e-05 0.03280830383300781
0.003359556198120117 0.0294497013092041 5.14984130859375e-05 0.032860755920410156
0.0027494430541992188 0.029904603958129883 5.173683166503906e-05 0.03270578384399414
0.0026175975799560547 0.029732942581176758 5.14984130859375e-05 0.03240203857421875
0.0034279823303222656 0.029797077178955078 5.1975250244140625e-05 0.033277034759521484
0.004027843475341797 0.029653310775756836 5.91278076171875e-05 0.03374028205871582
0.002819061279296875 0.02983880043029785 5.435943603515625e-05 0.03271222114562988
0.0034203529357910156 0.029834508895874023 5.125999450683594e-05 0.033306121826171875
0.0029609203338623047 0.030336856842041016 5.1975250244140625e-05 0.03334975242614746
0.0033490657806396484 0.029761791229248047 5.245208740234375e-05 0.03316330909729004
0.0030875205993652344 0.029837369918823242 5.221366882324219e-05 0.03297710418701172
0.0023641586303710938 0.029349565505981445 5.1975250244140625e-05 0.03176569938659668
0.002958536148071289 0.030152320861816406 5.14984130859375e-05 0.03316235542297363
0.003429412841796875 0.029956340789794922 7.081031799316406e-05 0.03345656394958496
0.0028679370880126953 0.030054330825805664 5.507469177246094e-05 0.03297734260559082
0.002784252166748047 0.029898643493652344 6.556510925292969e-05 0.03274846076965332
0.0029342174530029297 0.030078411102294922 5.173683166503906e-05 0.03306436538696289
0.0035827159881591797 0.030524730682373047 5.5789947509765625e-05 0.03416323661804199
0.002207517623901367 0.029591083526611328 5.078315734863281e-05 0.03184938430786133
0.0028679370880126953 0.030005931854248047 4.9591064453125e-05 0.03292346000671387
0.003128528594970703 0.02999424934387207 5.030632019042969e-05 0.0331730842590332
0.0030486583709716797 0.029822826385498047 5.364418029785156e-05 0.03292512893676758
0.003467082977294922 0.0308837890625 5.507469177246094e-05 0.03440594673156738
0.003500223159790039 0.031191110610961914 6.651878356933594e-05 0.03475785255432129
0.0035457611083984375 0.030667543411254883 7.343292236328125e-05 0.0342867374420166
0.0035409927368164062 0.030652284622192383 5.364418029785156e-05 0.03424692153930664
0.0035414695739746094 0.03059101104736328 5.412101745605469e-05 0.034186601638793945
0.0035593509674072266 0.030318260192871094 5.316734313964844e-05 0.03393077850341797
0.003554821014404297 0.03051447868347168 5.340576171875e-05 0.03412270545959473
0.0035636425018310547 0.030493974685668945 5.888938903808594e-05 0.034116506576538086
0.0035283565521240234 0.0313715934753418 6.818771362304688e-05 0.03496813774108887
0.002816915512084961 0.029990196228027344 5.245208740234375e-05 0.03285956382751465
0.0029897689819335938 0.029828548431396484 5.221366882324219e-05 0.03287053108215332
0.0035021305084228516 0.03112196922302246 6.67572021484375e-05 0.03469085693359375
0.0026361942291259766 0.029610395431518555 2.6464462280273438e-05 0.032273054122924805
0.0035257339477539062 0.030501365661621094 5.53131103515625e-05 0.03408241271972656
0.003954172134399414 0.030806779861450195 5.435943603515625e-05 0.034815311431884766
0.003981113433837891 0.030207395553588867 4.2438507080078125e-05 0.034230947494506836
0.0038475990295410156 0.03160452842712402 7.987022399902344e-05 0.03553199768066406
