%time,field
1659824503018826961,0.074676990509
1659824503114180088,0.0592339038849
1659824503221709966,0.0580186843872
1659824503325022935,0.0502760410309
1659824503435785055,0.0507352352142
1659824503546130895,0.0498006343842
1659824503656472921,0.0493836402893
1659824503769068956,0.0499286651611
1659824503879129886,0.0498208999634
1659824503989886045,0.0496728420258
1659824504099467039,0.0492742061615
1659824504210088968,0.0494291782379
1659824504320508003,0.0496878623962
1659824504430798053,0.0496690273285
1659824504541764974,0.050420999527
1659824504651159048,0.0494198799133
1659824504762083053,0.0499637126923
1659824504872414112,0.0499765872955
1659824504983098983,0.0500347614288
1659824505093930006,0.0497925281525
1659824505204761981,0.0496792793274
1659824505315915107,0.0497510433197
1659824505426785945,0.0497131347656
1659824505537633895,0.049727678299
1659824505647574901,0.0493147373199
1659824505758491992,0.0496110916138
1659824505868856906,0.0496735572815
1659824505979851961,0.0496780872345
1659824506090301036,0.0496001243591
1659824506200596094,0.0491898059845
1659824506311268091,0.0497207641602
1659824506421416044,0.0496006011963
1659824506531922101,0.0495324134827
1659824506642427921,0.0494182109833
1659824506753580093,0.049783706665
1659824506863842010,0.0497145652771
1659824506974724054,0.0500032901764
1659824507085762977,0.0497081279755
1659824507196584939,0.0497283935547
1659824507307063102,0.0498871803284
1659824507417339086,0.0498068332672
1659824507528480052,0.0500667095184
1659824507638720035,0.0497674942017
1659824507749538898,0.0498385429382
1659824507859381914,0.0494861602783
1659824507969959020,0.0496897697449
1659824508080358028,0.049414396286
1659824508192949056,0.0511891841888
1659824508301731109,0.0498290061951
1659824508412175893,0.0498251914978
1659824508522569894,0.0499043464661
1659824508632599115,0.0494751930237
1659824508743810892,0.0500001907349
1659824508854892015,0.049772977829
1659824508965127944,0.0499963760376
1659824509075845956,0.0498752593994
1659824509186677932,0.0496828556061
1659824509297174930,0.0499172210693
1659824509406970024,0.0493333339691
1659824509518201112,0.0500359535217
1659824509628190040,0.0495836734772
1659824509738535881,0.0494425296783
1659824509848772048,0.0494458675385
1659824509959055900,0.0492758750916
1659824510069202899,0.0493512153625
1659824510179884910,0.0496819019318
1659824510290254116,0.0499131679535
1659824510400110006,0.0493543148041
1659824510510678052,0.0496654510498
1659824510621419906,0.0495595932007
