%time,field
1659827414455631971,0.0775229930878
1659827414518878936,0.0592913627625
1659827414575273036,0.0535807609558
1659827414631376981,0.0531585216522
1659827414687752962,0.0534799098969
1659827414743846893,0.0528788566589
1659827414800173044,0.0534965991974
1659827414853271961,0.0503015518188
1659827414907366991,0.0513260364532
1659827414960325956,0.0499978065491
1659827415013330936,0.0502066612244
1659827415066723108,0.0506978034973
1659827415119987010,0.0505034923553
1659827415173676013,0.0508606433868
1659827415227207899,0.0504715442657
1659827415280508041,0.0505003929138
1659827415334090948,0.0508527755737
1659827415388063907,0.0507202148438
1659827415441633939,0.0506258010864
1659827415495243072,0.050635099411
1659827415548544883,0.0504050254822
1659827415601716995,0.0503497123718
1659827415655528068,0.0509490966797
1659827415708909988,0.0503625869751
1659827415762518882,0.0506954193115
1659827415816193103,0.0507743358612
1659827415869820117,0.0506737232208
1659827415923338890,0.050461769104
1659827415976850032,0.0506131649017
1659827416029855012,0.0502276420593
1659827416083800077,0.0510103702545
1659827416137432098,0.0503880977631
1659827416191647052,0.0513870716095
1659827416245976924,0.0513479709625
1659827416299719095,0.0508549213409
1659827416353594064,0.0507426261902
1659827416407475948,0.0509679317474
1659827416461182117,0.0506954193115
1659827416515008926,0.0507650375366
1659827416568778038,0.0508627891541
1659827416622231006,0.0506629943848
1659827416676379919,0.0511696338654
1659827416729859113,0.05055809021
1659827416783658027,0.0508639812469
1659827416837902069,0.0512828826904
1659827416891156911,0.0504224300385
1659827416944861888,0.0507686138153
1659827416998800039,0.0509910583496
1659827417052383899,0.0507071018219
1659827417105788946,0.0506825447083
1659827417159964084,0.0511565208435
1659827417213447093,0.0505011081696
1659827417266911029,0.0506069660187
1659827417320704936,0.0507085323334
1659827417373469114,0.0501010417938
1659827417427290916,0.0507791042328
1659827417481065988,0.0507929325104
1659827417534425973,0.0504992008209
1659827417587778091,0.0505068302155
1659827417641094923,0.0505023002625
1659827417694597959,0.0506155490875
1659827417748660087,0.0509243011475
1659827417802036046,0.0505046844482
1659827417855433940,0.0506036281586
1659827417908844947,0.0505785942078
1659827417962712049,0.050817489624
1659827418016491889,0.0507910251617
1659827418070169925,0.0507216453552
1659827418123362064,0.0503935813904
1659827418177822113,0.0512533187866
1659827418231841087,0.0509383678436
1659827418285639047,0.050586938858
1659827418340509891,0.0517256259918
1659827418393925905,0.0506143569946
1659827418448204040,0.0509839057922
1659827418502446889,0.0511920452118
1659827418556092977,0.0507745742798
1659827418610682010,0.0514369010925
1659827418665241003,0.0515441894531
1659827418718621015,0.0506381988525
1659827418772197961,0.0507016181946
1659827418826400995,0.051097869873
1659827418880681991,0.0508279800415
1659827418934310913,0.0503940582275
1659827418988086938,0.0507144927979
1659827419041546106,0.0501029491425
1659827419095272064,0.0507075786591
1659827419149811983,0.05095744133
1659827419203852891,0.0508182048798
1659827419258094072,0.0509078502655
1659827419312896966,0.051374912262
1659827419366633892,0.0503861904144
1659827419420268058,0.0506901741028
1659827419473683118,0.0504891872406
1659827419526849985,0.0502195358276
1659827419580749034,0.0510325431824
1659827419634263038,0.0506927967072
1659827419687741994,0.0503621101379
1659827419741507053,0.0507700443268
1659827419795365095,0.0509169101715
1659827419849183082,0.0504412651062
1659827419903053045,0.0505573749542
1659827419957014083,0.0506818294525
1659827420011151075,0.0509300231934
1659827420065749883,0.0510849952698
1659827420120953083,0.0515820980072
1659827420174721956,0.0506365299225
1659827420229180097,0.0509345531464
1659827420283297061,0.050705909729
1659827420336981058,0.0503845214844
1659827420390938043,0.0506138801575
1659827420444910049,0.0509130954742
1659827420498646020,0.0503900051117
1659827420553097009,0.0513582229614
1659827420607198953,0.0507547855377
1659827420660963058,0.0507888793945
1659827420714966058,0.0507383346558
1659827420768529891,0.0502910614014
1659827420822192907,0.0503666400909
1659827420876312971,0.0512337684631
1659827420930517911,0.0508518218994
1659827420984555959,0.0509538650513
1659827421038589000,0.0510671138763
1659827421092211008,0.0506474971771
1659827421146485090,0.0509960651398
1659827421200571060,0.0511600971222
1659827421254214048,0.0505187511444
1659827421307545900,0.0504562854767
1659827421361553907,0.0509645938873
1659827421414453029,0.0499248504639
1659827421468281030,0.0508592128754
1659827421522063016,0.0507915019989
1659827421575973987,0.0506989955902
1659827421630259037,0.0512206554413
1659827421684454917,0.0510499477386
1659827421737767934,0.0502185821533
1659827421791769981,0.05100274086
1659827421845669031,0.0505883693695
1659827421899434089,0.0506632328033
1659827421953895092,0.0512409210205
1659827422007285118,0.05016040802
1659827422060707092,0.0506939888
1659827422114631891,0.05064702034
1659827422168560981,0.0508904457092
1659827422221609115,0.0502498149872
1659827422275682926,0.0509550571442
1659827422329545021,0.0502207279205
1659827422383245944,0.0508925914764
1659827422437366008,0.0507876873016
1659827422491575956,0.0511789321899
1659827422545947074,0.0510613918304
1659827422599356889,0.0503559112549
1659827422652678966,0.0504596233368
1659827422706895112,0.0509910583496
1659827422760785102,0.0506858825684
1659827422814568996,0.0509448051453
1659827422869118928,0.0511336326599
1659827422922756910,0.0507516860962
1659827422976321935,0.0507614612579
1659827423030581951,0.051162481308
1659827423084702014,0.0509788990021
1659827423138454914,0.0508618354797
1659827423192169904,0.050897359848
1659827423245867967,0.0507311820984
