%time,field
1659827483338727951,0.0766251087189
1659827483402342081,0.0595791339874
1659827483463861942,0.0585763454437
1659827483519532918,0.0525462627411
1659827483572926044,0.0505561828613
1659827483625757932,0.0501749515533
1659827483679080009,0.0504570007324
1659827483732692003,0.0506474971771
1659827483786286115,0.0507879257202
1659827483839473009,0.0504281520844
1659827483892790079,0.0504188537598
1659827483946923017,0.0513145923615
1659827484000935077,0.0510613918304
1659827484054995059,0.0512728691101
1659827484108941078,0.0511567592621
1659827484162379980,0.050537109375
1659827484216625928,0.0513985157013
1659827484270929098,0.0514183044434
1659827484324825048,0.0509133338928
1659827484378387928,0.0509276390076
1659827484432631015,0.0514004230499
1659827484486179113,0.0506539344788
1659827484540369033,0.0513751506805
1659827484594578027,0.051317691803
1659827484648165941,0.0506901741028
1659827484701757907,0.0508186817169
1659827484755789041,0.0511951446533
1659827484809104919,0.0504741668701
1659827484863064050,0.0510234832764
1659827484916675090,0.0507690906525
1659827484969988107,0.0504477024078
1659827485023896932,0.05113530159
1659827485077408075,0.0505738258362
1659827485130916118,0.050614118576
1659827485185175895,0.0513253211975
1659827485238883018,0.0508980751038
1659827485293857097,0.0514359474182
1659827485347940921,0.0511124134064
1659827485401820898,0.0508561134338
1659827485455846071,0.0509607791901
1659827485510296106,0.0513615608215
1659827485564791917,0.0513315200806
1659827485618357896,0.0508968830109
1659827485672638893,0.0513265132904
1659827485726289987,0.0506820678711
1659827485779676914,0.0506865978241
1659827485833833932,0.0512356758118
1659827485887835979,0.0509812831879
1659827485941811084,0.0511956214905
1659827485995942115,0.0511300563812
1659827486049504995,0.0507023334503
1659827486103705883,0.0511131286621
1659827486158233880,0.0514566898346
1659827486212018013,0.0508053302765
1659827486266083002,0.0512092113495
1659827486320097923,0.0511095523834
1659827486373567104,0.0505447387695
1659827486426867961,0.0503866672516
1659827486481206893,0.0514178276062
1659827486534877061,0.0507688522339
1659827486588758945,0.050758600235
1659827486642982006,0.0512344837189
1659827486696074962,0.0501294136047
1659827486749953985,0.0510976314545
1659827486804208993,0.0511250495911
1659827486857947111,0.0508162975311
1659827486911679029,0.0507786273956
1659827486965795040,0.0511794090271
1659827487019267082,0.050365447998
1659827487072874069,0.050820350647
1659827487126859903,0.0509266853333
1659827487180881977,0.0511031150818
1659827487235215902,0.0513100624084
1659827487288711071,0.050621509552
1659827487342698097,0.0510597229004
1659827487397368907,0.0517423152924
1659827487451250076,0.0507605075836
1659827487505389928,0.0512232780457
1659827487559499025,0.0512235164642
1659827487613415956,0.0509400367737
1659827487667438030,0.0511054992676
1659827487721992015,0.0514669418335
1659827487776046991,0.0509958267212
1659827487830087900,0.0510995388031
1659827487884670972,0.0516588687897
1659827487938549041,0.0507497787476
1659827487992356061,0.0508377552032
1659827488046740055,0.0514142513275
1659827488100971937,0.051066160202
1659827488154536962,0.0507524013519
1659827488207945108,0.0505414009094
1659827488261251926,0.0504419803619
1659827488314733028,0.050653219223
1659827488368568897,0.0508439540863
1659827488422183036,0.0508496761322
1659827488476166963,0.0512003898621
1659827488530457019,0.0511436462402
1659827488584224939,0.0508248806
1659827488637511968,0.0505504608154
1659827488691664934,0.0509128570557
1659827488745008945,0.0503463745117
1659827488799006938,0.0512180328369
1659827488852176904,0.050351858139
1659827488905947923,0.0509066581726
1659827488960052013,0.051171541214
1659827489014193058,0.0509643554688
1659827489067573070,0.0506112575531
1659827489121596097,0.0512120723724
1659827489175129890,0.0506720542908
1659827489228672981,0.0506415367126
1659827489282299041,0.0508832931519
1659827489335901975,0.0507726669312
1659827489390069961,0.0512220859528
1659827489444147109,0.0511503219604
1659827489498099088,0.0511190891266
1659827489552211046,0.0511903762817
1659827489606019973,0.0509884357452
1659827489659271955,0.0504059791565
1659827489713543891,0.0514149665833
1659827489766979932,0.0506432056427
1659827489821820020,0.0519981384277
1659827489877016067,0.0523748397827
1659827489930866956,0.0509731769562
1659827489984885931,0.0512640476227
1659827490039748907,0.0519614219666
1659827490093682050,0.0511448383331
1659827490147922992,0.0512442588806
1659827490202703952,0.0518810749054
1659827490256345987,0.0507662296295
1659827490309859991,0.0507173538208
1659827490364221096,0.0513255596161
1659827490418361902,0.0512692928314
1659827490472193002,0.0511059761047
1659827490526552915,0.0514214038849
1659827490580857038,0.0515234470367
1659827490635384082,0.0515360832214
1659827490690253019,0.0518231391907
1659827490743974924,0.0509476661682
1659827490798208951,0.0514142513275
1659827490852927923,0.0518870353699
1659827490907114982,0.0511837005615
1659827490961257934,0.0513300895691
1659827491015685081,0.051454782486
1659827491069585084,0.0510427951813
1659827491123284101,0.0507144927979
1659827491177269935,0.0511212348938
1659827491231585979,0.0513384342194
1659827491286151885,0.0514187812805
1659827491340688943,0.0516259670258
1659827491394799947,0.0511958599091
1659827491448810100,0.0510206222534
1659827491503077030,0.0513713359833
1659827491557137966,0.0510601997375
1659827491611063957,0.0509293079376
1659827491665807008,0.051687002182
1659827491719944953,0.0510604381561
1659827491773986101,0.0510337352753
1659827491828469038,0.0515677928925
1659827491882380962,0.0508258342743
1659827491936362981,0.0511252880096
1659827491990497112,0.0512163639069
1659827492044461965,0.0510127544403
1659827492098499059,0.0510189533234
1659827492152952909,0.0513865947723
1659827492206495046,0.0505654811859
1659827492260663986,0.0512301921844
1659827492314862966,0.0514061450958
1659827492368665933,0.0510292053223
1659827492422674894,0.0510129928589
1659827492477165937,0.0515580177307
1659827492531347036,0.0510332584381
1659827492585679054,0.05140209198
1659827492639940023,0.051234960556
1659827492693839073,0.0510082244873
1659827492748275995,0.0514466762543
1659827492802522897,0.0514311790466
1659827492856172084,0.0506863594055
1659827492910590887,0.0513899326324
1659827492965316057,0.051629781723
1659827493019367933,0.051162481308
1659827493073802947,0.0514140129089
1659827493128254890,0.0516302585602
1659827493182586908,0.0514693260193
1659827493237032890,0.0515277385712
