%time,field
1659827530686561107,0.074812412262
1659827530750559091,0.0597703456879
1659827530811327934,0.0579397678375
1659827530865170955,0.0507521629333
1659827530919783115,0.051723241806
1659827530973582983,0.0508165359497
1659827531027559995,0.0509085655212
1659827531082216978,0.0515751838684
1659827531136452913,0.0512554645538
1659827531190454006,0.0509107112885
1659827531244918107,0.0516664981842
1659827531299041032,0.0511393547058
1659827531353571891,0.0516791343689
1659827531408642053,0.0519597530365
1659827531463192939,0.0517027378082
1659827531517476081,0.0515279769897
1659827531571784019,0.0514092445374
1659827531626144886,0.0514976978302
1659827531680865049,0.0517537593842
1659827531735167980,0.0515582561493
1659827531789468050,0.0515153408051
1659827531843478918,0.0511598587036
1659827531898211002,0.0519938468933
1659827531952857017,0.0514433383942
1659827532007291078,0.0514588356018
1659827532061681032,0.051530122757
1659827532115822076,0.0513055324554
1659827532169912099,0.0511827468872
1659827532224560022,0.0518035888672
1659827532278949975,0.0514395236969
1659827532333637952,0.0517890453339
1659827532387731075,0.0512709617615
1659827532442126035,0.0514531135559
1659827532496691942,0.0517637729645
1659827532551451921,0.051819562912
1659827532605921983,0.0516324043274
1659827532660958051,0.0520482063293
1659827532715950012,0.0520889759064
1659827532770128011,0.0513134002686
1659827532824853897,0.0518796443939
1659827532879709959,0.0520176887512
1659827532934541940,0.0519483089447
1659827532989213943,0.0518770217896
1659827533044079065,0.0518977642059
1659827533098558902,0.051691532135
1659827533152992010,0.0516176223755
1659827533207655906,0.0517046451569
1659827533262300968,0.051700592041
1659827533316823005,0.0516839027405
1659827533371335983,0.0517630577087
1659827533425822019,0.0516622066498
1659827533479969024,0.0513422489166
1659827533534652948,0.0517909526825
1659827533589554071,0.0520663261414
1659827533644200086,0.051577091217
1659827533698755979,0.0518503189087
1659827533753597021,0.0517191886902
1659827533808186054,0.0514199733734
1659827533862147092,0.051126241684
1659827533917140007,0.0520226955414
1659827533971656084,0.0516731739044
1659827534025594949,0.0510277748108
1659827534080373048,0.0518605709076
1659827534134533882,0.0513355731964
1659827534189084053,0.0515251159668
1659827534243626117,0.051705121994
1659827534298446893,0.0518624782562
1659827534352653026,0.0512619018555
1659827534407144069,0.0515060424805
1659827534461766958,0.0518202781677
1659827534515697956,0.0510692596436
1659827534569873094,0.0512325763702
1659827534624775886,0.0520687103271
1659827534678879976,0.0511152744293
1659827534733620882,0.0518281459808
1659827534788753986,0.0521874427795
1659827534843087911,0.0514776706696
