1673455215.952508,1673455215.952508,1673455215.952508,1673455219.1891222,3.236614227294922
1673455219.1413262,1673455219.1413262,1673455219.1067684,1673455219.4206908,0.27936458587646484
1673455219.1413262,1673455219.1413262,1673455219.1067684,1673455219.454219,0.3128929138183594
1673455219.1413262,1673455219.035438,1673455219.1067684,1673455219.4875305,0.3462042808532715
1673455219.1413262,1673455219.2563806,1673455219.1067684,1673455219.5209153,0.3795890808105469
1673455219.1413262,1673455219.0018995,1673455219.1067684,1673455219.5547647,0.4134385585784912
1673455219.1413262,1673455219.3678,1673455219.1413262,1673455219.5882323,0.44690608978271484
1673455219.1801136,1673455219.3678,1673455219.1413262,1673455219.6215234,0.4414098262786865
1673455219.1801136,1673455219.4397666,1673455219.1413262,1673455219.6559346,0.47582101821899414
1673455219.1801136,1673455219.4397666,1673455219.1413262,1673455219.689142,0.509028434753418
1673455219.1801136,1673455219.4397666,1673455219.1413262,1673455219.7226,0.5424864292144775
1673455219.577211,1673455219.541356,1673455219.3299248,1673455219.8575883,0.2803773880004883
1673455219.577211,1673455219.646213,1673455219.5072408,1673455219.8964782,0.31926727294921875
1673455219.577211,1673455219.646213,1673455219.5072408,1673455219.9299452,0.3527343273162842
1673455219.577211,1673455219.748527,1673455219.5072408,1673455219.963497,0.38628602027893066
1673455219.577211,1673455219.748527,1673455219.5072408,1673455219.9970582,0.4198472499847412
1673455219.6114361,1673455219.8163168,1673455219.680914,1673455220.099502,0.4880659580230713
1673455219.6114361,1673455219.8163168,1673455219.680914,1673455220.132412,0.5209758281707764
1673455219.9923973,1673455219.925287,1673455219.8516226,1673455220.2678864,0.27548909187316895
1673455219.9923973,1673455219.9923973,1673455219.8516226,1673455220.301139,0.30874180793762207
1673455219.9923973,1673455219.9923973,1673455219.8516226,1673455220.3347433,0.3423459529876709
1673455219.9923973,1673455220.1134408,1673455219.8516226,1673455220.3680952,0.3756978511810303
1673455219.9923973,1673455220.1134408,1673455219.8516226,1673455220.4016116,0.4092142581939697
1673455220.0274875,1673455220.1842318,1673455220.0274875,1673455220.4748263,0.4473388195037842
1673455220.0274875,1673455220.3029757,1673455220.0274875,1673455220.5062428,0.47875523567199707
1673455220.0274875,1673455220.3029757,1673455220.0274875,1673455220.539937,0.5124495029449463
1673455220.0274875,1673455220.3029757,1673455220.0274875,1673455220.5735183,0.5460307598114014
1673455220.4059556,1673455220.3733108,1673455220.2189536,1673455220.703027,0.2970714569091797
1673455220.4059556,1673455220.4852939,1673455220.2189536,1673455220.7368517,0.33089613914489746
1673455220.4059556,1673455220.4852939,1673455220.2189536,1673455220.7709746,0.3650190830230713
1673455220.4059556,1673455220.4852939,1673455220.2189536,1673455220.8046405,0.3986849784851074
1673455220.4059556,1673455220.5898197,1673455220.5898197,1673455220.8459175,0.43996191024780273
1673455220.4059556,1673455220.5898197,1673455220.5898197,1673455220.8793724,0.473416805267334
1673455220.4852939,1673455220.6923451,1673455220.5898197,1673455220.91319,0.42789602279663086
1673455220.4852939,1673455220.6923451,1673455220.5898197,1673455220.9465005,0.46120667457580566
1673455220.4852939,1673455220.6923451,1673455220.5898197,1673455220.9801147,0.49482083320617676
1673455220.4852939,1673455220.7625413,1673455220.6244907,1673455221.0136943,0.5284004211425781
1673455220.4852939,1673455220.7625413,1673455220.6244907,1673455221.0473707,0.5620768070220947
1673455220.4852939,1673455220.7625413,1673455220.6244907,1673455221.0811028,0.5958089828491211
