1672877900.0563262,1672877900.0563262,1672877900.0563262,1672877904.4509966,4.394670486450195
1672877904.2541385,1672877904.3084831,1672877904.414516,1672877904.6340702,0.3799316883087158
1672877904.3084831,1672877904.468957,1672877904.468957,1672877904.8053458,0.49686264991760254
1672877904.3626413,1672877904.5783534,1672877904.5248218,1672877904.9780324,0.6153910160064697
1672877904.468957,1672877904.6888192,1672877904.5783534,1672877905.1501102,0.6811532974243164
1672877904.632237,1672877904.84986,1672877904.7968287,1672877905.3293598,0.6971228122711182
1672877904.84986,1672877904.9554677,1672877904.9554677,1672877905.508358,0.6584980487823486
1672877905.01003,1672877905.1658618,1672877905.1153278,1672877905.6842537,0.6742236614227295
1672877905.2152624,1672877905.3145516,1672877905.3145516,1672877905.8622723,0.6470098495483398
1672877905.3644047,1672877905.5165305,1672877905.4661443,1672877906.035721,0.671316385269165
1672877905.5671394,1672877905.6162045,1672877905.665237,1672877906.2087286,0.6415891647338867
1672877905.9164836,1672877905.8662136,1672877905.8169222,1672877906.3853133,0.4688296318054199
1672877905.9676068,1672877906.0171175,1672877906.0171175,1672877906.558809,0.5912022590637207
1672877906.0689569,1672877906.1214263,1672877906.1744847,1672877906.7317436,0.6627867221832275
1672877906.2824867,1672877906.3905752,1672877906.3377619,1672877906.9077802,0.625293493270874
1672877906.445266,1672877906.5551572,1672877906.5010667,1672877907.0802438,0.6349778175354004
1672877906.6097116,1672877906.7180274,1672877906.7180274,1672877907.2529976,0.6432859897613525
1672877906.8235672,1672877906.8235672,1672877906.8235672,1672877907.4283235,0.6047563552856445
1672877906.9837246,1672877907.093669,1672877907.0389886,1672877907.6022215,0.6184968948364258
1672877907.201951,1672877907.201951,1672877907.201951,1672877907.774578,0.572627067565918
1672877907.3546717,1672877907.4054456,1672877907.4054456,1672877907.9510732,0.5964014530181885
1672877907.5698485,1672877907.5151079,1672877907.5698485,1672877908.1259737,0.5561251640319824
1672877907.7310178,1672877907.7310178,1672877907.7310178,1672877908.2996454,0.5686275959014893
