1672790236.9745398,1672790236.9745398,1672790236.9745398,1672790241.3838375,4.409297704696655
1672790237.0291739,1672790237.0291739,1672790237.0291739,1672790241.6086824,4.579508543014526
1672790237.0811677,1672790237.0811677,1672790237.0811677,1672790241.823444,4.742276191711426
1672790237.1333282,1672790237.1333282,1672790237.1333282,1672790242.0389545,4.90562629699707
1672790240.8881316,1672790240.9864235,1672790240.8881316,1672790242.2567616,1.3686299324035645
1672790240.937529,1672790241.0351858,1672790240.937529,1672790242.471982,1.5344529151916504
1672790240.9864235,1672790241.0841167,1672790240.9864235,1672790242.6869366,1.7005131244659424
1672790241.0351858,1672790241.133269,1672790241.0351858,1672790242.9029582,1.8677723407745361
1672790241.0841167,1672790241.1824915,1672790241.0841167,1672790243.1196554,2.035538673400879
1672790241.133269,1672790241.2321365,1672790241.133269,1672790243.3382032,2.2049341201782227
1672790241.1824915,1672790241.2831862,1672790241.1824915,1672790243.5557883,2.3732967376708984
1672790241.2321365,1672790241.3365853,1672790241.2321365,1672790243.773568,2.541431427001953
1672790241.2831862,1672790241.3929718,1672790241.2831862,1672790243.9912338,2.70804762840271
1672790242.8514102,1672790242.7533038,1672790242.6558616,1672790244.5551775,1.7037672996520996
1672790242.8998675,1672790242.8029902,1672790242.70427,1672790244.7407696,1.8409020900726318
1672790242.949209,1672790242.8514102,1672790242.7533038,1672790244.9206183,1.9714093208312988
1672790243.0025344,1672790242.8998675,1672790242.8029902,1672790245.1037402,2.101205825805664
1672790243.0566258,1672790242.949209,1672790242.8998675,1672790245.4636178,2.406991958618164
1672790249.6680608,1672790249.8634112,1672790249.8154573,1672790252.079898,2.411837339401245
1672790249.718091,1672790249.9128516,1672790249.8634112,1672790252.2989068,2.5808157920837402
1672790249.7672985,1672790249.9616737,1672790249.9128516,1672790252.5175982,2.7502996921539307
1672790249.8154573,1672790250.0098035,1672790249.9616737,1672790252.7382596,2.922802209854126
1672790249.8634112,1672790250.0577233,1672790250.0098035,1672790252.9686246,3.1052134037017822
1672790251.562815,1672790251.6682987,1672790251.6682987,1672790253.1862025,1.6233875751495361
1672790251.6150763,1672790251.722112,1672790251.722112,1672790253.403145,1.7880687713623047
1672790251.6682987,1672790251.7744482,1672790251.7744482,1672790253.6221962,1.953897476196289
1672790251.722112,1672790251.827214,1672790251.827214,1672790253.8408315,2.1187195777893066
1672790251.7744482,1672790251.8800995,1672790251.8800995,1672790254.0591855,2.2847373485565186
1672790251.827214,1672790251.9330962,1672790251.9330962,1672790254.2785828,2.451368808746338
1672790251.8800995,1672790251.986584,1672790251.986584,1672790254.5004964,2.620396852493286
1672790251.9330962,1672790252.0389533,1672790252.0389533,1672790254.719647,2.786550760269165
1672790251.986584,1672790252.0901158,1672790252.0901158,1672790254.9388757,2.95229172706604
1672790252.0389533,1672790252.1379464,1672790252.1379464,1672790255.1591861,3.1202328205108643
1672790253.7947302,1672790253.7947302,1672790253.6405659,1672790255.3776062,1.5828759670257568
1672790253.8468664,1672790253.8468664,1672790253.6913717,1672790255.5981567,1.7512903213500977
1672790253.8996015,1672790253.7432828,1672790253.7947302,1672790255.81867,1.9190685749053955
1672790255.9668288,1672790256.076308,1672790255.9145868,1672790258.5453339,2.578505039215088
1672790256.020337,1672790256.1289885,1672790255.9668288,1672790258.7443392,2.7240021228790283
1672790267.863986,1672790267.863986,1672790268.0572367,1672790270.81142,2.9474339485168457
1672790267.9128983,1672790267.9128983,1672790268.1048124,1672790271.0471783,3.13427996635437
1672790267.9614217,1672790267.9614217,1672790268.1525402,1672790271.284407,3.3229851722717285
1672790270.1451344,1672790270.336243,1672790270.336243,1672790272.9378242,2.792689800262451
1672790270.1925588,1672790270.385976,1672790270.385976,1672790273.1787589,2.9862000942230225
1672790270.2403557,1672790270.4333477,1672790270.4333477,1672790273.4157465,3.1753907203674316
1672790270.2884536,1672790270.4809773,1672790270.4809773,1672790273.6553504,3.366896867752075
1672790272.3730948,1672790272.3730948,1672790272.568625,1672790274.6032994,2.2302045822143555
1672790272.4213712,1672790272.4213712,1672790272.6162891,1672790274.8393428,2.417971611022949
1672790272.4724972,1672790272.4724972,1672790272.665378,1672790275.0746033,2.6021060943603516
1672790272.5211453,1672790272.5211453,1672790272.7155638,1672790275.3108695,2.789724111557007
1672790272.568625,1672790272.568625,1672790272.7635522,1672790275.5470293,2.9784042835235596
